#,Time,Qx,Qy,Qz,Mx,My,Mz,Wx,Wy,Wz
0,0,0,0,0,0,0,0,0,0,
0.001,-2.56496,-3.75578E-019,133.975,-4.55351E-051,-3.70696E-016,5.63867E-049,-0.00977278,9.99998E-016,1.2762,
0.002,-10.2576,-1.50193E-018,267.804,8.05718E-035,-3.70696E-016,-8.14172E-035,-0.039085,9.99993E-016,2.55196,
0.003,-23.0711,-3.37793E-018,401.337,-6.06726E-035,3.70696E-016,-4.30709E-035,-0.0879182,9.99984E-016,3.82684,
0.004,-40.9942,-6.00167E-018,534.43,-1.22421E-035,3.70696E-016,1.52521E-034,-0.156242,9.99972E-016,5.10039,
0.005,-64.0112,-9.37051E-018,666.935,-1.51473E-035,-1.11209E-015,1.53297E-034,-0.244013,9.99956E-016,6.37219,
0.006,-92.1019,-1.34811E-017,798.707,-1.44598E-035,-1.11209E-015,1.49994E-034,-0.351177,9.99936E-016,7.64179,
0.007,-125.242,-1.83292E-017,929.601,-2.06975E-035,-4.07765E-015,1.46471E-034,-0.477666,9.99913E-016,8.90876,
0.008,-163.402,-2.391E-017,1059.47,-2.36174E-035,-4.07765E-015,1.3463E-034,-0.623401,9.99886E-016,10.1727,
0.009,-206.548,-3.02178E-017,1188.18,-2.6314E-035,-1.11209E-015,1.22742E-034,-0.788292,9.99856E-016,11.4331,
0.01,-254.643,-3.72465E-017,1315.58,5.40987E-038,-7.07086E-022,-1.0071E-036,-0.972235,9.99823E-016,12.6896,
0.011,-307.646,-4.49888E-017,1441.54,4.30787E-038,-1.86876E-026,1.10894E-036,-1.17512,9.99786E-016,13.9417,
0.012,-365.51,-5.34371E-017,1565.91,5.52318E-038,-1.86424E-026,-8.4514E-037,-1.39681,9.99746E-016,15.1891,
0.013,-428.184,-6.25829E-017,1688.56,9.11435E-039,-1.41408E-021,-2.6429E-037,-1.63718,9.99702E-016,16.4313,
0.014,-495.615,-7.24172E-017,1809.35,-2.13464E-037,-6.51808E-026,-7.40606E-036,-1.89608,9.99655E-016,17.668,
0.015,-567.744,-8.293E-017,1928.15,-1.04538E-038,1.39028E-026,1.75039E-036,-2.17334,9.99604E-016,18.8986,
0.016,-644.509,-9.41111E-017,2044.83,-1.22459E-037,1.39028E-026,2.49546E-036,-2.4688,9.9955E-016,20.1229,
0.017,-725.844,-1.05949E-016,2159.27,-3.25277E-037,1.39028E-026,-5.50547E-036,-2.78228,9.99493E-016,21.3403,
0.018,-811.679,-1.18433E-016,2271.33,-2.52311E-037,1.39028E-026,-5.10408E-036,-3.11358,9.99433E-016,22.5506,
0.019,-901.942,-1.3155E-016,2380.89,-8.78093E-038,-5.65634E-021,4.62606E-036,-3.46251,9.99369E-016,23.7534,
0.02,-996.556,-1.45287E-016,2487.83,-1.35626E-037,-5.65617E-021,3.85198E-037,-3.82886,9.99303E-016,24.9482,
0.021,-1095.44,-1.59631E-016,2592.03,-1.4723E-037,-5.65617E-021,3.75245E-036,-4.21239,9.99233E-016,26.1348,
0.022,-1198.51,-1.74568E-016,2693.38,1.43696E-037,-5.65617E-021,-3.8095E-036,-4.61289,9.9916E-016,27.3126,
0.023,-1305.68,-1.90083E-016,2791.76,1.13058E-037,-1.69689E-020,-9.16416E-038,-5.03012,9.99084E-016,28.4815,
0.024,-1416.86,-2.06162E-016,2887.07,-7.69186E-037,-5.65626E-021,-1.44166E-035,-5.46382,9.99005E-016,29.6411,
0.025,-1531.96,-2.22789E-016,2979.19,-5.37015E-037,-5.65626E-021,-1.097E-035,-5.91374,9.98923E-016,30.7909,
0.026,-1650.89,-2.39947E-016,3068.03,1.70878E-037,-1.69689E-020,1.31206E-036,-6.37962,9.98838E-016,31.9307,
0.027,-1773.53,-2.57621E-016,3153.49,2.88539E-037,-1.69689E-020,7.26921E-036,-6.86119,9.98751E-016,33.0603,
0.028,-1899.8,-2.75794E-016,3235.47,-4.36541E-037,-5.65626E-021,-1.77226E-035,-7.35816,9.9866E-016,34.1791,
0.029,-2029.59,-2.94448E-016,3313.87,-4.39412E-037,-5.65626E-021,-2.86696E-035,-7.87025,9.98567E-016,35.287,
0.03,-2162.8,-3.13566E-016,3388.61,-2.25387E-037,-1.69689E-020,-8.09618E-038,-8.39717,9.98471E-016,36.3837,
0.031,-2299.32,-3.3313E-016,3459.6,2.36816E-037,-1.6969E-020,2.94194E-036,-8.93861,9.98372E-016,37.4689,
0.032,-2439.03,-3.53122E-016,3526.77,1.47582E-037,-1.6969E-020,6.54439E-036,-9.49427,9.98271E-016,38.5423,
0.033,-2581.83,-3.73523E-016,3590.02,-2.91602E-037,-1.6969E-020,3.75318E-036,-10.0638,9.98168E-016,39.6036,
0.034,-2727.61,-3.94314E-016,3649.29,4.96143E-037,-1.6969E-020,7.30981E-036,-10.647,9.98062E-016,40.6526,
0.035,-2876.24,-4.15476E-016,3704.5,-4.40888E-037,-1.6969E-020,-9.47561E-036,-11.2434,9.97953E-016,41.689,
0.036,-3027.62,-4.3699E-016,3755.6,8.95513E-038,5.65645E-021,4.01454E-036,-11.8528,9.97842E-016,42.7127,
0.037,-3181.62,-4.58836E-016,3802.51,1.62952E-038,-1.6969E-020,4.01552E-036,-12.4748,9.97729E-016,43.7233,
0.038,-3338.13,-4.80996E-016,3845.17,-9.3863E-038,5.65645E-021,4.67407E-036,-13.109,9.97614E-016,44.7207,
0.039,-3497.02,-5.03447E-016,3883.54,-1.78667E-037,5.65645E-021,4.67161E-036,-13.7552,9.97496E-016,45.7046,
0.04,-3658.19,-5.26172E-016,3917.56,1.11095E-036,5.65645E-021,5.01616E-035,-14.413,9.97377E-016,46.675,
0.041,-3821.5,-5.49149E-016,3947.18,-6.00283E-037,-3.95945E-020,-6.67694E-036,-15.082,9.97255E-016,47.6315,
0.042,-3986.83,-5.72359E-016,3972.35,1.13479E-036,5.65627E-021,4.43506E-035,-15.7619,9.97131E-016,48.574,
0.043,-4154.06,-5.95781E-016,3993.05,1.3484E-036,5.65627E-021,3.37494E-035,-16.4523,9.97006E-016,49.5024,
0.044,-4323.07,-6.19394E-016,4009.22,1.72872E-036,5.65627E-021,3.41068E-035,-17.153,9.96878E-016,50.4165,
0.045,-4493.74,-6.4318E-016,4020.85,1.60805E-036,5.65619E-021,3.03101E-035,-17.8634,9.96749E-016,51.3161,
0.046,-4665.93,-6.67116E-016,4027.9,1.27596E-036,5.65619E-021,3.02709E-035,-18.5834,9.96618E-016,52.2012,
0.047,-4839.54,-6.91184E-016,4030.34,-5.40597E-037,-3.95947E-020,-9.90098E-036,-19.3125,9.96486E-016,53.0715,
0.048,-5014.43,-7.15362E-016,4028.16,-9.16594E-037,5.65627E-021,-1.79005E-035,-20.0503,9.96352E-016,53.927,
0.049,-5190.49,-7.39631E-016,4021.34,-1.86255E-036,5.65627E-021,-3.88859E-035,-20.7966,9.96216E-016,54.7676,
0.05,-5367.59,-7.63971E-016,4009.86,-1.42992E-036,-3.95947E-020,-4.03778E-035,-21.5508,9.96079E-016,55.5932,
0.051,-5545.61,-7.88362E-016,3993.72,-1.93795E-037,-3.95946E-020,-1.96104E-036,-22.3128,9.95941E-016,56.4037,
0.052,-5724.43,-8.12783E-016,3972.9,4.34156E-037,-1.30096E-019,-1.93034E-035,-23.0821,9.95801E-016,57.1991,
0.053,-5903.92,-8.37215E-016,3947.42,-1.38931E-036,-1.30096E-019,-2.39674E-035,-23.8584,9.9566E-016,57.9792,
0.054,-6083.98,-8.6164E-016,3917.26,-9.61917E-037,-1.30096E-019,-5.89465E-035,-24.6413,9.95518E-016,58.744,
0.055,-6264.47,-8.86036E-016,3882.43,-1.24646E-036,-3.95945E-020,-4.2713E-035,-25.4305,9.95375E-016,59.4935,
0.056,-6445.3,-9.10387E-016,3842.94,-7.61404E-037,-3.95945E-020,-5.76179E-035,-26.2256,9.95231E-016,60.2277,
0.057,-6626.32,-9.34671E-016,3798.8,-1.7023E-036,-3.95945E-020,-2.94499E-035,-27.0263,9.95085E-016,60.9464,
0.058,-6807.45,-9.58872E-016,3750.02,1.77506E-037,-1.30096E-019,1.89407E-035,-27.8321,9.94939E-016,61.6498,
0.059,-6988.55,-9.8297E-016,3696.63,-1.32082E-037,-1.30096E-019,-1.49028E-035,-28.6429,9.94792E-016,62.3377,
0.06,-7169.52,-1.00695E-015,3638.63,-9.39982E-037,-3.95945E-020,-3.73558E-035,-29.4581,9.94644E-016,63.0103,
0.061,-7350.24,-1.03079E-015,3576.06,-6.36412E-037,-3.95945E-020,-2.11276E-035,-30.2776,9.94496E-016,63.6674,
0.062,-7530.62,-1.05447E-015,3508.94,3.32063E-037,-1.30096E-019,-6.46079E-036,-31.1009,9.94347E-016,64.3092,
0.063,-7710.54,-1.07798E-015,3437.3,-1.02829E-036,-3.95945E-020,-2.2077E-035,-31.9277,9.94197E-016,64.9356,
0.064,-7889.89,-1.1013E-015,3361.17,3.69412E-037,-1.30096E-019,2.04233E-036,-32.7577,9.94047E-016,65.5466,
0.065,-8068.57,-1.12441E-015,3280.58,-1.49466E-037,-1.30096E-019,3.81388E-036,-33.5906,9.93896E-016,66.1424,
0.066,-8246.49,-1.1473E-015,3195.58,-2.08914E-037,-1.30096E-019,3.81054E-036,-34.426,9.93745E-016,66.723,
0.067,-8423.54,-1.16996E-015,3106.19,-2.67951E-037,-1.30096E-019,3.80625E-036,-35.2636,9.93593E-016,67.2884,
0.068,-8599.62,-1.19236E-015,3012.48,1.4412E-037,-1.30096E-019,-9.68937E-036,-36.1032,9.93441E-016,67.8387,
0.069,-8774.65,-1.21449E-015,2914.46,1.5885E-037,-1.30096E-019,2.14572E-036,-36.9443,9.93289E-016,68.3739,
0.07,-8948.51,-1.23633E-015,2812.21,4.03406E-037,-1.30096E-019,2.79069E-036,-37.7867,9.93137E-016,68.8942,
0.071,-9121.14,-1.25788E-015,2705.75,-3.43487E-037,-1.30096E-019,-8.18495E-038,-38.6302,9.92985E-016,69.3996,
0.072,-9292.42,-1.27912E-015,2595.15,-2.11553E-037,-1.30096E-019,-9.37395E-036,-39.4743,9.92832E-016,69.8902,
0.073,-9462.29,-1.30003E-015,2480.45,4.46201E-037,5.09074E-020,6.31977E-036,-40.3188,9.9268E-016,70.3661,
0.074,-9630.65,-1.3206E-015,2361.72,3.06748E-037,-1.30096E-019,-5.35268E-036,-41.1635,9.92527E-016,70.8275,
0.075,-9797.42,-1.34082E-015,2238.99,-6.69413E-038,-1.30096E-019,-2.38633E-036,-42.008,9.92375E-016,71.2743,
0.076,-9962.52,-1.36067E-015,2112.35,-3.67767E-037,-1.30096E-019,-3.40679E-036,-42.8521,9.92223E-016,71.7068,
0.077,-10125.9,-1.38016E-015,1981.83,-5.87988E-037,5.09074E-020,3.72799E-036,-43.6955,9.92071E-016,72.1251,
0.078,-10287.4,-1.39925E-015,1847.51,6.0998E-037,5.09074E-020,3.7185E-036,-44.5379,9.91919E-016,72.5292,
0.079,-10447.1,-1.41795E-015,1709.44,5.94509E-037,5.09074E-020,-7.88522E-036,-45.3791,9.91768E-016,72.9193,
0.08,-10604.8,-1.43623E-015,1567.7,-9.21786E-037,-1.30096E-019,-9.43176E-036,-46.2188,9.91617E-016,73.2956,
0.081,-10760.4,-1.4541E-015,1422.33,-1.78593E-036,-1.30096E-019,-1.08846E-035,-47.0569,9.91466E-016,73.6582,
0.082,-10914,-1.47155E-015,1273.42,1.3366E-037,-1.30096E-019,4.26636E-036,-47.8929,9.91316E-016,74.0071,
0.083,-11065.4,-1.48855E-015,1121.03,3.90277E-037,-1.30096E-019,-2.95585E-036,-48.7268,9.91166E-016,74.3427,
0.084,-11214.5,-1.50511E-015,965.214,4.34846E-037,-1.30096E-019,-2.94993E-036,-49.5583,9.91017E-016,74.6649,
0.085,-11361.4,-1.52121E-015,806.057,4.63549E-037,-1.30096E-019,1.47573E-036,-50.3871,9.90868E-016,74.9741,
0.086,-11506,-1.53685E-015,643.624,2.17717E-037,5.09073E-020,-1.50784E-036,-51.2131,9.9072E-016,75.2702,
0.087,-11648.2,-1.55202E-015,477.984,1.28528E-036,5.09073E-020,4.7256E-036,-52.036,9.90573E-016,75.5535,
0.088,-11787.9,-1.56671E-015,309.208,5.71453E-037,-1.30096E-019,-1.50374E-037,-52.8556,9.90426E-016,75.8242,
0.089,-11925.2,-1.58092E-015,137.368,-2.80181E-037,-1.30096E-019,-7.89256E-037,-53.6718,9.9028E-016,76.0824,
0.09,-12059.9,-1.59463E-015,-37.463,-2.68651E-037,5.09074E-020,-1.6559E-037,-54.4843,9.90135E-016,76.3283,
0.091,-12192.1,-1.60786E-015,-215.214,4.44062E-037,-1.30096E-019,-1.75843E-037,-55.2929,9.89991E-016,76.562,
0.092,-12321.6,-1.62057E-015,-395.812,-1.07691E-037,-1.30096E-019,7.29908E-037,-56.0976,9.89847E-016,76.7838,
0.093,-12448.5,-1.63279E-015,-579.183,2.11689E-037,-1.30096E-019,-9.01644E-037,-56.898,9.89705E-016,76.9938,
0.094,-12572.7,-1.64449E-015,-765.255,2.24517E-037,5.09075E-020,-8.98823E-037,-57.694,9.89563E-016,77.1921,
0.095,-12694.2,-1.65567E-015,-953.954,-1.22851E-037,-1.30096E-019,1.41057E-036,-58.4855,9.89422E-016,77.379,
0.096,-12812.9,-1.66633E-015,-1145.21,6.6483E-038,-1.30096E-019,-3.05594E-036,-59.2722,9.89282E-016,77.5546,
0.097,-12928.9,-1.67648E-015,-1338.94,-1.82096E-037,-1.30096E-019,-3.2996E-036,-60.0542,9.89144E-016,77.7192,
0.098,-13042,-1.68609E-015,-1535.08,2.35781E-038,-1.30096E-019,1.70427E-036,-60.8311,9.89006E-016,77.8728,
0.099,-13152.2,-1.69518E-015,-1733.55,1.37586E-037,-1.30096E-019,-4.08643E-036,-61.6029,9.88869E-016,78.0157,
0.1,-13259.7,-1.70373E-015,-1934.29,-2.73666E-037,-1.30096E-019,-3.92982E-036,-62.3694,9.88733E-016,78.1481,
0.101,-13364.2,-1.71175E-015,-2137.21,1.83148E-037,-1.30096E-019,2.82992E-036,-63.1305,9.88599E-016,78.2701,
0.102,-13465.8,-1.71924E-015,-2342.25,1.9224E-037,-1.30096E-019,-1.23937E-036,-63.886,9.88465E-016,78.382,
0.103,-13564.5,-1.72619E-015,-2549.33,2.13332E-037,-1.30096E-019,-1.23689E-036,-64.636,9.88333E-016,78.4839,
0.104,-13660.3,-1.7326E-015,-2758.38,2.34219E-037,5.09075E-020,-1.23414E-036,-65.3801,9.88202E-016,78.576,
0.105,-13753.1,-1.73847E-015,-2969.34,-6.79426E-037,-1.30096E-019,2.76477E-035,-66.1184,9.88072E-016,78.6584,
0.106,-13843,-1.74381E-015,-3182.12,-6.92509E-037,-1.30096E-019,2.23855E-035,-66.8507,9.87944E-016,78.7315,
0.107,-13929.9,-1.74861E-015,-3396.66,-3.71986E-037,-1.30096E-019,1.05717E-035,-67.5769,9.87816E-016,78.7953,
0.108,-14013.8,-1.75287E-015,-3612.89,-8.7109E-037,-1.30096E-019,1.86964E-035,-68.297,9.8769E-016,78.85,
0.109,-14094.7,-1.75659E-015,-3830.74,2.53732E-037,-1.30096E-019,9.93062E-036,-69.0107,9.87565E-016,78.8959,
0.11,-14172.6,-1.75978E-015,-4050.14,-5.71998E-037,-1.30096E-019,1.77617E-035,-69.7182,9.87442E-016,78.9331,
0.111,-14247.6,-1.76244E-015,-4271.02,-8.05225E-038,-1.30096E-019,7.47081E-037,-70.4192,9.8732E-016,78.9618,
0.112,-14319.6,-1.76455E-015,-4493.33,-3.3741E-037,-1.30096E-019,4.32463E-035,-71.1137,9.87199E-016,78.9822,
0.113,-14388.5,-1.76614E-015,-4716.98,-1.90936E-037,5.09075E-020,2.80128E-035,-71.8017,9.87079E-016,78.9944,
0.114,-14454.5,-1.7672E-015,-4941.91,-3.81706E-037,5.09075E-020,4.89811E-035,-72.483,9.86961E-016,78.9987,
0.115,-14517.5,-1.76773E-015,-5168.07,1.42016E-037,-1.30096E-019,-4.05341E-036,-73.1577,9.86844E-016,78.9951,
0.116,-14577.6,-1.76774E-015,-5395.38,-1.99503E-037,5.09075E-020,4.55451E-035,-73.8255,9.86729E-016,78.984,
0.117,-14634.6,-1.76723E-015,-5623.78,3.99939E-038,-1.30096E-019,-1.1767E-035,-74.4866,9.86615E-016,78.9655,
0.118,-14688.7,-1.76619E-015,-5853.22,9.84965E-038,5.09076E-020,-1.98023E-035,-75.1408,9.86503E-016,78.9397,
0.119,-14739.9,-1.76465E-015,-6083.62,2.67965E-038,5.09076E-020,-1.97995E-035,-75.7882,9.86391E-016,78.9069,
0.12,-14788.1,-1.76259E-015,-6314.93,-4.24545E-038,-1.30096E-019,-1.97976E-035,-76.4286,9.86282E-016,78.8671,
0.121,-14833.4,-1.76002E-015,-6547.09,2.16828E-037,5.09076E-020,-3.69777E-035,-77.062,9.86173E-016,78.8206,
0.122,-14875.8,-1.75695E-015,-6780.04,3.32157E-037,5.09076E-020,-2.9733E-035,-77.6884,9.86067E-016,78.7676,
0.123,-14915.2,-1.75338E-015,-7013.73,1.16987E-038,5.09076E-020,1.76608E-035,-78.3078,9.85961E-016,78.7082,
0.124,-14951.8,-1.74931E-015,-7248.09,4.62862E-038,5.09076E-020,-1.48337E-035,-78.9201,9.85857E-016,78.6426,
0.125,-14985.5,-1.74475E-015,-7483.08,6.35346E-038,5.09076E-020,-1.48321E-035,-79.5253,9.85755E-016,78.5709,
0.126,-15016.4,-1.73971E-015,-7718.63,-7.74351E-038,5.09076E-020,-1.48302E-035,-80.1234,9.85654E-016,78.4933,
0.127,-15044.4,-1.73419E-015,-7954.69,-6.26203E-038,5.09076E-020,-1.483E-035,-80.7145,9.85554E-016,78.41,
0.128,-15069.7,-1.72818E-015,-8191.22,1.86488E-037,5.09076E-020,-9.52114E-035,-81.2983,9.85456E-016,78.3211,
0.129,-15092.1,-1.72171E-015,-8428.16,5.14539E-038,5.09076E-020,-9.33188E-035,-81.8751,9.8536E-016,78.2268,
0.13,-15111.8,-1.71477E-015,-8665.45,1.33774E-038,5.09076E-020,1.87737E-035,-82.4447,9.85265E-016,78.1273,
0.131,-15128.7,-1.70737E-015,-8903.06,7.58263E-039,-1.30096E-019,-2.21004E-038,-83.0071,9.85171E-016,78.0226,
0.132,-15142.9,-1.69952E-015,-9140.93,3.77461E-039,-1.30096E-019,1.17744E-036,-83.5624,9.85079E-016,77.913,
0.133,-15154.5,-1.69121E-015,-9379.01,1.02813E-040,-1.30096E-019,1.00599E-035,-84.1105,9.84988E-016,77.7986,
0.134,-15163.3,-1.68247E-015,-9617.26,-7.28567E-039,-1.30096E-019,1.61014E-035,-84.6515,9.84899E-016,77.6796,
0.135,-15169.5,-1.67328E-015,-9855.64,-1.30052E-038,-1.30096E-019,-8.47799E-036,-85.1854,9.84812E-016,77.5561,
0.136,-15173.1,-1.66367E-015,-10094.1,8.71449E-038,5.09075E-020,2.42263E-035,-85.7121,9.84725E-016,77.4281,
0.137,-15174.1,-1.65363E-015,-10332.6,-2.59721E-038,5.09075E-020,-1.24105E-035,-86.2318,9.84641E-016,77.296,
0.138,-15172.6,-1.64317E-015,-10571.1,-4.51874E-040,5.09075E-020,-1.47311E-035,-86.7443,9.84558E-016,77.1598,
0.139,-15168.5,-1.63229E-015,-10809.5,2.21218E-037,5.09075E-020,3.1149E-035,-87.2497,9.84476E-016,77.0197,
0.14,-15161.9,-1.62102E-015,-11047.9,2.07532E-037,-1.30096E-019,3.11497E-035,-87.7481,9.84396E-016,76.8757,
0.141,-15152.8,-1.60934E-015,-11286.1,6.93714E-039,-1.30096E-019,5.94482E-036,-88.2394,9.84317E-016,76.7281,
0.142,-15141.3,-1.59726E-015,-11524.2,-1.01008E-038,-1.30096E-019,6.04483E-037,-88.7237,9.8424E-016,76.5769,
0.143,-15127.3,-1.58481E-015,-11762.1,-2.6226E-037,5.09076E-020,-7.09296E-035,-89.2011,9.84164E-016,76.4223,
0.144,-15111,-1.57197E-015,-11999.7,1.93169E-037,-1.30096E-019,3.9909E-035,-89.6714,9.84089E-016,76.2644,
0.145,-15092.3,-1.55875E-015,-12237.1,9.03776E-038,-1.30096E-019,4.27686E-035,-90.1348,9.84017E-016,76.1034,
0.146,-15071.3,-1.54518E-015,-12474.2,2.48215E-037,-1.30096E-019,6.00516E-035,-90.5913,9.83945E-016,75.9393,
0.147,-15048.1,-1.53124E-015,-12710.9,4.54321E-037,-1.30096E-019,2.68183E-035,-91.0409,9.83875E-016,75.7723,
0.148,-15022.5,-1.51695E-015,-12947.3,3.0669E-037,-1.30096E-019,3.40288E-035,-91.4837,9.83807E-016,75.6024,
0.149,-14994.8,-1.50231E-015,-13183.3,3.6973E-037,-1.30096E-019,5.62022E-035,-91.9196,9.83739E-016,75.4299,
0.15,-14964.8,-1.48733E-015,-13418.8,-3.25171E-038,-1.30096E-019,-1.1379E-035,-92.3488,9.83674E-016,75.2548,
0.151,-14932.7,-1.47202E-015,-13653.9,1.4198E-037,5.09076E-020,-1.21377E-035,-92.7713,9.83609E-016,75.0773,
0.152,-14898.4,-1.45639E-015,-13888.5,1.98149E-037,-1.30096E-019,4.3514E-035,-93.187,9.83547E-016,74.8974,
0.153,-14862.1,-1.44043E-015,-14122.7,-6.48018E-038,5.09078E-020,1.42067E-035,-93.5961,9.83485E-016,74.7152,
0.154,-14823.7,-1.42417E-015,-14356.2,1.86581E-037,5.09078E-020,5.8646E-035,-93.9986,9.83425E-016,74.5309,
0.155,-14783.3,-1.4076E-015,-14589.3,2.36933E-037,5.09079E-020,4.14975E-035,-94.3944,9.83367E-016,74.3446,
0.156,-14740.9,-1.39073E-015,-14821.7,1.23958E-037,-1.30096E-019,-4.97261E-036,-94.7838,9.83309E-016,74.1563,
0.157,-14696.6,-1.37358E-015,-15053.5,3.77759E-037,5.0908E-020,4.2181E-035,-95.1667,9.83253E-016,73.9661,
0.158,-14650.3,-1.35614E-015,-15284.7,3.47241E-037,5.09081E-020,2.62949E-035,-95.5431,9.83199E-016,73.7742,
0.159,-14602.1,-1.33842E-015,-15515.3,-1.33532E-037,-1.30096E-019,1.25182E-035,-95.9131,9.83146E-016,73.5807,
0.16,-14552.1,-1.32043E-015,-15745.2,1.28172E-037,-1.30095E-019,6.53586E-036,-96.2768,9.83094E-016,73.3856,
0.161,-14500.2,-1.30218E-015,-15974.4,-6.44346E-037,5.09082E-020,-7.97428E-035,-96.6342,9.83043E-016,73.189,
0.162,-14446.6,-1.28368E-015,-16202.9,-8.30666E-037,5.09082E-020,-9.89808E-035,-96.9853,9.82994E-016,72.9911,
0.163,-14391.2,-1.26492E-015,-16430.6,6.5106E-038,-1.30095E-019,1.7593E-036,-97.3302,9.82946E-016,72.7918,
0.164,-14334.1,-1.24592E-015,-16657.7,-6.85729E-034,-1.30095E-019,1.05289E-031,-97.669,9.829E-016,72.5913,
0.165,-14275.3,-1.22668E-015,-16883.9,3.11291E-034,-5.93126E-015,3.57494E-032,-98.0016,9.82855E-016,72.3897,
0.166,-14214.9,-1.20722E-015,-17109.4,6.86412E-034,-5.93126E-015,-4.39599E-032,-98.3283,9.82811E-016,72.187,
0.167,-14152.9,-1.18754E-015,-17334.1,2.24657E-034,-5.93126E-015,-1.48726E-033,-98.6489,9.82768E-016,71.9834,
0.168,-14089.2,-1.16764E-015,-17558,-1.45383E-034,-5.93126E-015,-1.91634E-032,-98.9635,9.82727E-016,71.7789,
0.169,-14024,-1.14753E-015,-17781.1,2.41536E-034,-5.93126E-015,-2.25442E-034,-99.2722,9.82686E-016,71.5735,
0.17,-13957.3,-1.12722E-015,-18003.4,2.85672E-034,-1.30095E-019,-1.20396E-031,-99.5751,9.82648E-016,71.3674,
0.171,-13889.2,-1.10672E-015,-18224.8,-9.6358E-036,-5.93126E-015,5.01746E-033,-99.8723,9.8261E-016,71.1606,
0.172,-13819.5,-1.08602E-015,-18445.3,1.06723E-034,-5.93126E-015,-1.17555E-032,-100.164,9.82574E-016,70.9532,
0.173,-13748.5,-1.06514E-015,-18665,2.1306E-035,-5.93126E-015,2.63631E-033,-100.449,9.82538E-016,70.7453,
0.174,-13676.1,-1.04409E-015,-18883.9,-1.58321E-034,-5.93126E-015,7.06534E-033,-100.729,9.82504E-016,70.5369,
0.175,-13602.3,-1.02287E-015,-19101.8,1.12382E-034,-5.93126E-015,-1.46528E-032,-101.004,9.82472E-016,70.328,
0.176,-13527.2,-1.00148E-015,-19318.9,-1.44081E-034,-5.93126E-015,1.11068E-032,-101.273,9.8244E-016,70.1188,
0.177,-13450.9,-9.7994E-016,-19535,-1.20829E-034,-5.93126E-015,-1.41562E-032,-101.536,9.82409E-016,69.9094,
0.178,-13373.2,-9.58246E-016,-19750.3,4.31426E-034,-5.93126E-015,-3.17053E-032,-101.794,9.8238E-016,69.6996,
0.179,-13294.4,-9.36407E-016,-19964.7,2.2848E-035,-5.93126E-015,1.20723E-032,-102.047,9.82352E-016,69.4898,
0.18,-13214.4,-9.14429E-016,-20178.1,-5.23251E-035,-5.93126E-015,-1.525E-032,-102.294,9.82325E-016,69.2797,
0.181,-13133.2,-8.92319E-016,-20390.6,5.63001E-035,-5.93126E-015,-6.27496E-033,-102.536,9.82299E-016,69.0697,
0.182,-13050.9,-8.70082E-016,-20602.2,8.5955E-035,-5.93126E-015,-2.13831E-033,-102.773,9.82274E-016,68.8596,
0.183,-12967.5,-8.47724E-016,-20812.8,4.52428E-034,-5.93126E-015,-4.39765E-032,-103.005,9.82251E-016,68.6495,
0.184,-12883,-8.25251E-016,-21022.5,-1.57501E-034,-2.96569E-015,-8.297E-033,-103.232,9.82228E-016,68.4396,
0.185,-12797.5,-8.02669E-016,-21231.3,-1.85509E-035,-2.96569E-015,-1.85521E-032,-103.453,9.82206E-016,68.2298,
0.186,-12711,-7.79983E-016,-21439.1,-6.04983E-035,-2.96569E-015,7.5942E-033,-103.67,9.82186E-016,68.0201,
0.187,-12623.5,-7.57199E-016,-21646,-4.67969E-035,-2.96569E-015,-1.21489E-032,-103.882,9.82166E-016,67.8107,
0.188,-12535.1,-7.34322E-016,-21852,5.03165E-035,-2.96569E-015,4.55315E-033,-104.089,9.82148E-016,67.6016,
0.189,-12445.8,-7.11359E-016,-22056.9,-1.68754E-035,-2.96569E-015,7.09532E-033,-104.291,9.82131E-016,67.3927,
0.19,-12355.6,-6.88313E-016,-22261,2.02269E-034,-2.96569E-015,-2.67107E-032,-104.488,9.82114E-016,67.1843,
0.191,-12264.5,-6.65191E-016,-22464.1,5.17732E-035,-1.30095E-019,6.23281E-033,-104.68,9.82099E-016,66.9762,
0.192,-12172.7,-6.41998E-016,-22666.2,1.69535E-034,-2.96569E-015,-3.49225E-032,-104.868,9.82085E-016,66.7686,
0.193,-12080,-6.18739E-016,-22867.4,-7.4656E-035,-1.30095E-019,6.23191E-033,-105.051,9.82071E-016,66.5614,
0.194,-11986.5,-5.9542E-016,-23067.6,2.91049E-035,-1.30095E-019,6.2312E-033,-105.23,9.82059E-016,66.3547,
0.195,-11892.4,-5.72044E-016,-23266.9,2.31961E-034,-2.96569E-015,-4.06421E-032,-105.404,9.82047E-016,66.1486,
0.196,-11797.5,-5.48617E-016,-23465.2,-2.6375E-036,-1.30095E-019,-4.58581E-033,-105.574,9.82037E-016,65.9431,
0.197,-11701.9,-5.25144E-016,-23662.6,1.0828E-034,-2.96569E-015,-4.57412E-032,-105.739,9.82027E-016,65.7381,
0.198,-11605.7,-5.0163E-016,-23859.1,4.51932E-036,-1.30095E-019,-4.58696E-033,-105.9,9.82019E-016,65.5339,
0.199,-11508.8,-4.78079E-016,-24054.6,1.00089E-034,-2.96569E-015,-4.89849E-032,-106.057,9.82011E-016,65.3302,
0.2,-11411.3,-4.54496E-016,-24249.1,-3.06358E-035,-2.96569E-015,-1.04536E-032,-106.209,9.82004E-016,65.1273,
