#,Time,Qx,Qy,Qz,Mx,My,Mz,Wx,Wy,Wz,,
0.741,-92994.5,0.0000000000000365277,-34804.1,-6.0428E-033,-1.14747E-020,-2.54457E-033,-50.4831,1.01647E-015,-8.83084,,,50.4831
0.742,-93287.6,0.0000000000000362677,-34399.7,-5.20049E-033,-1.14747E-020,-2.55317E-033,-50.4934,1.01676E-015,-9.06425,,,50.4934
0.743,-93579.1,0.0000000000000360021,-33993.2,-5.00799E-033,-1.14747E-020,-2.47676E-033,-50.5048,1.01705E-015,-9.2975,,,50.5048
0.744,-93868.9,0.0000000000000357307,-33584.6,-4.81572E-033,-1.14747E-020,-2.40143E-033,-50.5174,1.01735E-015,-9.53059,,,50.5174
0.745,-94156.9,0.0000000000000354537,-33174,1.32268E-033,-1.14747E-020,2.19235E-034,-50.5312,1.01765E-015,-9.76351,,,50.5312
0.746,-94443.1,0.000000000000035171,-32761.2,1.52672E-033,-1.14747E-020,2.6357E-034,-50.5461,1.01795E-015,-9.99624,,,50.5461
0.747,-94727.6,0.0000000000000348825,-32346.4,1.528E-033,-1.14747E-020,2.5616E-034,-50.5623,1.01825E-015,-10.2288,,,50.5623
0.748,-95010.3,0.0000000000000345883,-31929.6,-3.41177E-033,-1.14747E-020,-2.29743E-033,-50.5795,1.01855E-015,-10.4611,,,50.5795
0.749,-95291.2,0.0000000000000342882,-31510.7,1.71992E-033,-1.14747E-020,2.90538E-034,-50.598,1.01886E-015,-10.6933,,,50.598
0.75,-95570.2,0.0000000000000339823,-31089.8,1.72131E-033,-1.14747E-020,2.82196E-034,-50.6176,1.01917E-015,-10.9252,,,50.6176
0.751,-95847.5,0.0000000000000336705,-30666.9,1.72266E-033,-1.14747E-020,2.73847E-034,-50.6384,1.01948E-015,-11.157,,,50.6384
0.752,-96122.9,0.0000000000000333528,-30242.1,1.72396E-033,-1.14747E-020,2.65491E-034,-50.6603,1.01979E-015,-11.3884,,,50.6603
0.753,-96396.4,0.0000000000000330293,-29815.2,1.72523E-033,-1.14747E-020,2.57128E-034,-50.6834,1.02011E-015,-11.6197,,,50.6834
0.754,-96668.1,0.0000000000000326997,-29386.4,1.72646E-033,-1.14747E-020,2.48759E-034,-50.7077,1.02043E-015,-11.8507,,,50.7077
0.755,-96937.8,0.0000000000000323642,-28955.6,-8.43749E-034,-1.14747E-020,2.40382E-034,-50.733,1.02075E-015,-12.0815,,,50.733
0.756,-97205.7,0.0000000000000320227,-28522.9,-8.42573E-034,-1.14747E-020,2.44471E-034,-50.7596,1.02107E-015,-12.312,,,50.7596
0.757,-97471.6,0.0000000000000316752,-28088.3,-8.41378E-034,-1.14747E-020,2.48554E-034,-50.7873,1.02139E-015,-12.5422,,,50.7873
0.758,-97735.6,0.0000000000000313216,-27651.7,4.45535E-034,-1.14747E-020,2.52632E-034,-50.8161,1.02172E-015,-12.7721,,,50.8161
0.759,-97997.7,0.0000000000000309619,-27213.3,4.46755E-034,-1.14747E-020,2.50469E-034,-50.8461,1.02205E-015,-13.0018,,,50.8461
0.76,-98257.8,0.0000000000000305961,-26772.9,1.2654E-034,-1.14747E-020,2.48299E-034,-50.8772,1.02238E-015,-13.2312,,,50.8772
0.761,-98515.9,0.0000000000000302242,-26330.8,-3.29698E-035,-1.14747E-020,2.47682E-034,-50.9094,1.02271E-015,-13.4603,,,50.9094
0.762,-98772.1,0.0000000000000298462,-25886.7,-3.17683E-035,-1.14747E-020,2.47839E-034,-50.9428,1.02305E-015,-13.6891,,,50.9428
0.763,-99026.2,0.0000000000000294619,-25440.8,-3.05662E-035,2.88366E-018,2.4799E-034,-50.9773,1.02338E-015,-13.9175,,,50.9773
0.764,-99278.3,0.0000000000000290715,-24993.1,5.13258E-034,2.88366E-018,-5.38694E-034,-51.0129,1.02372E-015,-14.1457,,,51.0129
0.765,-99528.4,0.0000000000000286748,-24543.6,7.53167E-034,-1.14747E-020,-1.27424E-033,-51.0496,1.02407E-015,-14.3735,,,51.0496
0.766,-99776.5,0.0000000000000282719,-24092.3,9.46473E-034,2.88366E-018,-1.24154E-033,-51.0875,1.02441E-015,-14.601,,,51.0875
0.767,-100023,0.0000000000000278627,-23639.3,1.15718E-033,2.88366E-018,8.42494E-034,-51.1265,1.02475E-015,-14.8281,,,51.1265
0.768,-100266,0.0000000000000274472,-23184.4,1.27019E-033,2.88366E-018,4.55029E-034,-51.1666,1.0251E-015,-15.0549,,,51.1666
0.769,-100508,0.0000000000000270254,-22727.8,1.27401E-033,-1.14747E-020,1.6775E-034,-51.2077,1.02545E-015,-15.2813,,,51.2077
0.77,-100748,0.0000000000000265972,-22269.5,1.2748E-033,-1.14747E-020,1.6159E-034,-51.25,1.0258E-015,-15.5074,,,51.25
0.771,-100986,0.0000000000000261627,-21809.5,1.27557E-033,-1.14747E-020,1.55412E-034,-51.2934,1.02616E-015,-15.733,,,51.2934
0.772,-101221,0.0000000000000257218,-21347.7,1.27631E-033,-1.14747E-020,1.49232E-034,-51.3379,1.02651E-015,-15.9584,,,51.3379
0.773,-101455,0.0000000000000252745,-20884.3,1.46292E-033,-1.14747E-020,1.66286E-034,-51.3835,1.02687E-015,-16.1833,,,51.3835
0.774,-101686,0.0000000000000248207,-20419.2,1.46374E-033,-1.14747E-020,1.59209E-034,-51.4302,1.02723E-015,-16.4078,,,51.4302
0.775,-101915,0.0000000000000243605,-19952.5,1.46449E-033,-1.14747E-020,1.52121E-034,-51.4779,1.02759E-015,-16.6319,,,51.4779
0.776,-102142,0.0000000000000238939,-19484.1,1.46521E-033,-1.14747E-020,1.45031E-034,-51.5267,1.02796E-015,-16.8556,,,51.5267
0.777,-102367,0.0000000000000234207,-19014.1,1.4659E-033,-1.14747E-020,1.37939E-034,-51.5767,1.02833E-015,-17.0789,,,51.5767
0.778,-102590,0.000000000000022941,-18542.4,1.46663E-033,2.88366E-018,1.30845E-034,-51.6276,1.02869E-015,-17.3018,,,51.6276
0.779,-102810,0.0000000000000224549,-18069.2,1.46722E-033,-1.14747E-020,1.23783E-034,-51.6797,1.02906E-015,-17.5242,,,51.6797
0.78,-103028,0.0000000000000219621,-17594.5,1.46783E-033,-1.14747E-020,1.16695E-034,-51.7328,1.02944E-015,-17.7462,,,51.7328
0.781,-103245,0.0000000000000214628,-17118.1,-3.49383E-033,-1.14747E-020,-1.15353E-033,-51.7869,1.02981E-015,-17.9677,,,51.7869
0.782,-103458,0.0000000000000209569,-16640.2,2.19515E-033,-1.14747E-020,-2.39E-035,-51.8422,1.03019E-015,-18.1888,,,51.8422
0.783,-103670,0.0000000000000204445,-16160.8,-2.76849E-033,-1.14747E-020,-1.29779E-033,-51.8984,1.03057E-015,-18.4095,,,51.8984
0.784,-103879,0.0000000000000199254,-15679.9,-7.33621E-033,-1.14747E-020,-1.47228E-033,-51.9558,1.03095E-015,-18.6297,,,51.9558
0.785,-104086,0.0000000000000193996,-15197.5,-1.60353E-033,-1.14747E-020,-3.46879E-034,-52.0141,1.03133E-015,-18.8494,,,52.0141
0.786,-104291,0.0000000000000188672,-14713.6,-1.42793E-033,-1.14747E-020,-3.16979E-034,-52.0735,1.03171E-015,-19.0686,,,52.0735
0.787,-104494,0.0000000000000183282,-14228.3,-6.23104E-034,-1.14747E-020,1.42492E-034,-52.1339,1.0321E-015,-19.2873,,,52.1339
0.788,-104694,0.0000000000000177824,-13741.5,-6.22345E-034,-1.14747E-020,1.45512E-034,-52.1954,1.03249E-015,-19.5056,,,52.1954
0.789,-104892,0.00000000000001723,-13253.3,4.33026E-035,-1.14747E-020,-8.1533E-035,-52.2578,1.03288E-015,-19.7233,,,52.2578
0.79,-105088,0.0000000000000166709,-12763.7,7.26293E-034,-1.14747E-020,-3.21035E-034,-52.3213,1.03327E-015,-19.9406,,,52.3213
0.791,-105281,0.000000000000016105,-12272.7,7.24738E-034,-1.14747E-020,3.18317E-034,-52.3858,1.03366E-015,-20.1573,,,52.3858
0.792,-105472,0.0000000000000155324,-11780.4,8.12809E-034,-1.14747E-020,-3.0639E-034,-52.4513,1.03406E-015,-20.3735,,,52.4513
0.793,-105661,0.000000000000014953,-11286.7,-4.33146E-033,-1.14747E-020,-9.53148E-034,-52.5178,1.03446E-015,-20.5892,,,52.5178
0.794,-105847,0.0000000000000143668,-10791.6,1.56915E-033,-1.14747E-020,7.43146E-035,-52.5853,1.03485E-015,-20.8043,,,52.5853
0.795,-106031,0.0000000000000137739,-10295.2,2.4384E-033,-1.14747E-020,1.19808E-034,-52.6538,1.03526E-015,-21.0189,,,52.6538
0.796,-106213,0.0000000000000131741,-9797.54,2.43895E-033,-1.14747E-020,1.08081E-034,-52.7233,1.03566E-015,-21.233,,,52.7233
0.797,-106392,0.0000000000000125676,-9298.58,2.43954E-033,-1.14747E-020,9.63705E-035,-52.7938,1.03606E-015,-21.4465,,,52.7938
0.798,-106569,0.0000000000000119542,-8798.34,2.43997E-033,-1.14747E-020,8.46611E-035,-52.8652,1.03647E-015,-21.6595,,,52.8652
0.799,-106744,0.000000000000011334,-8296.86,2.65431E-033,2.88366E-018,3.01104E-034,-52.9376,1.03688E-015,-21.8719,,,52.9376
0.8,-106916,0.000000000000010707,-7794.14,-7.6298E-033,-2.90661E-018,-1.9374E-034,-53.011,1.03729E-015,-22.0837,,,53.011
0.801,-107086,0.0000000000000100731,-7290.2,-3.28954E-033,-2.90661E-018,-7.39315E-035,-53.0854,1.0377E-015,-22.295,,,53.0854
0.802,-107254,9.4323E-015,-6785.07,-4.11094E-033,-2.90661E-018,-2.62348E-035,-53.1606,1.03812E-015,-22.5056,,,53.1606
0.803,-107419,8.78465E-015,-6278.76,3.27355E-034,-1.14747E-020,4.22472E-037,-53.2369,1.03853E-015,-22.7157,,,53.2369
0.804,-107581,8.13011E-015,-5771.29,-4.81543E-033,-2.90661E-018,7.92103E-035,-53.3141,1.03895E-015,-22.9252,,,53.3141
0.805,-107742,7.46867E-015,-5262.67,-1.43079E-034,-1.14747E-020,5.93131E-035,-53.3922,1.03937E-015,-23.1341,,,53.3922
0.806,-107899,6.80033E-015,-4752.93,-1.42751E-034,-1.14747E-020,5.99852E-035,-53.4712,1.03979E-015,-23.3424,,,53.4712
0.807,-108055,6.12507E-015,-4242.08,-1.06442E-033,2.88366E-018,1.09626E-034,-53.5512,1.04021E-015,-23.5501,,,53.5512
0.808,-108208,5.44289E-015,-3730.14,-1.0638E-033,2.88366E-018,1.14765E-034,-53.6321,1.04064E-015,-23.7572,,,53.6321
0.809,-108358,4.75378E-015,-3217.12,5.29839E-033,2.88366E-018,-5.05493E-034,-53.7139,1.04107E-015,-23.9636,,,53.7139
0.81,-108506,4.05773E-015,-2703.06,6.42666E-033,2.88366E-018,-7.44128E-034,-53.7967,1.04149E-015,-24.1694,,,53.7967
0.811,-108652,3.35473E-015,-2187.95,1.28027E-033,-1.14747E-020,-1.31915E-034,-53.8803,1.04192E-015,-24.3746,,,53.8803
0.812,-108795,2.64478E-015,-1671.83,-5.46795E-033,-2.90661E-018,8.28831E-034,-53.9648,1.04236E-015,-24.5792,,,53.9648
0.813,-108936,1.92787E-015,-1154.71,1.75929E-034,-1.14747E-020,2.93884E-034,-54.0502,1.04279E-015,-24.7831,,,54.0502
0.814,-109074,1.20399E-015,-636.604,-1.68722E-033,-1.14747E-020,2.18126E-034,-54.1365,1.04322E-015,-24.9864,,,54.1365
0.815,-109210,4.73146E-016,-117.535,-6.02322E-033,-2.90661E-018,7.59728E-034,-54.2237,1.04366E-015,-25.189,,,54.2237
0.816,-109343,-2.6468E-016,402.479,-6.30966E-035,-1.14747E-020,-9.03079E-035,-54.3118,1.0441E-015,-25.3909,,,54.3118
0.817,-109474,-1.00949E-015,923.421,-6.3525E-035,-1.14747E-020,-9.0007E-035,-54.4007,1.04454E-015,-25.5922,,,54.4007
0.818,-109602,-1.76128E-015,1445.27,1.35015E-035,-1.14747E-020,-7.03413E-035,-54.4905,1.04498E-015,-25.7928,,,54.4905
0.819,-109728,-2.52007E-015,1968.01,9.02665E-035,-1.14747E-020,-5.11303E-035,-54.5811,1.04542E-015,-25.9928,,,54.5811
0.82,-109852,-3.28585E-015,2491.63,1.66767E-034,-1.14747E-020,-4.19654E-035,-54.6726,1.04587E-015,-26.1921,,,54.6726
0.821,-109973,-4.05863E-015,3016.1,-3.46091E-033,-2.90661E-018,1.86996E-033,-54.7649,1.04631E-015,-26.3906,,,54.7649
0.822,-110091,-4.83841E-015,3541.41,7.45715E-034,-1.14747E-020,-6.61558E-035,-54.8581,1.04676E-015,-26.5885,,,54.8581
0.823,-110207,-5.62519E-015,4067.53,7.45393E-034,-1.14747E-020,-6.96857E-035,-54.9521,1.04721E-015,-26.7857,,,54.9521
0.824,-110320,-6.41899E-015,4594.46,7.45055E-034,-1.14747E-020,-7.32115E-035,-55.0469,1.04766E-015,-26.9822,,,55.0469
0.825,-110431,-7.21979E-015,5122.16,-1.82669E-033,-1.14747E-020,1.20896E-033,-55.1426,1.04811E-015,-27.1781,,,55.1426
0.826,-110540,-8.0276E-015,5650.63,8.25108E-034,-1.14747E-020,-5.87597E-035,-55.239,1.04857E-015,-27.3732,,,55.239
0.827,-110646,-8.84242E-015,6179.85,8.24821E-034,-1.14747E-020,-6.2654E-035,-55.3363,1.04902E-015,-27.5675,,,55.3363
0.828,-110749,-9.66425E-015,6709.79,8.24517E-034,-1.14747E-020,-6.6544E-035,-55.4343,1.04948E-015,-27.7612,,,55.4343
0.829,-110850,-0.0000000000000104931,7240.44,-1.67372E-033,-2.90661E-018,1.22446E-033,-55.5331,1.04994E-015,-27.9542,,,55.5331
0.83,-110948,-0.000000000000011329,7771.78,-1.71031E-033,-2.90661E-018,1.22551E-033,-55.6328,1.0504E-015,-28.1464,,,55.6328
0.831,-111044,-0.0000000000000121718,8303.8,-2.42984E-033,-2.90661E-018,1.66705E-033,-55.7332,1.05086E-015,-28.3379,,,55.7332
0.832,-111137,-0.0000000000000130217,8836.47,5.29223E-033,2.88366E-018,-2.17865E-033,-55.8344,1.05132E-015,-28.5287,,,55.8344
0.833,-111228,-0.0000000000000138786,9369.77,5.09762E-033,2.88366E-018,-2.42071E-033,-55.9363,1.05178E-015,-28.7187,,,55.9363
0.834,-111316,-0.0000000000000147425,9903.7,2.21458E-033,2.88366E-018,-2.53742E-033,-56.039,1.05225E-015,-28.908,,,56.039
0.835,-111402,-0.0000000000000156134,10438.2,1.71532E-033,2.88366E-018,-2.52493E-033,-56.1425,1.05272E-015,-29.0965,,,56.1425
0.836,-111485,-0.0000000000000164913,10973.3,3.74335E-033,2.88366E-018,-2.37641E-033,-56.2467,1.05318E-015,-29.2843,,,56.2467
0.837,-111566,-0.0000000000000173763,11509,4.48982E-034,-1.14747E-020,4.45671E-034,-56.3516,1.05365E-015,-29.4714,,,56.3516
0.838,-111644,-0.0000000000000182682,12045.2,-3.11282E-034,2.88366E-018,8.50039E-034,-56.4573,1.05412E-015,-29.6577,,,56.4573
0.839,-111720,-0.0000000000000191671,12581.9,-3.07325E-034,-1.14747E-020,8.51506E-034,-56.5637,1.0546E-015,-29.8432,,,56.5637
0.84,-111793,-0.000000000000020073,13119.2,-3.03213E-034,2.88366E-018,8.5297E-034,-56.6708,1.05507E-015,-30.028,,,56.6708
0.841,-111863,-0.0000000000000209859,13656.9,3.45043E-033,2.88366E-018,-3.13541E-033,-56.7786,1.05555E-015,-30.212,,,56.7786
0.842,-111931,-0.0000000000000219058,14195.1,2.15846E-033,2.88366E-018,-2.25449E-033,-56.8871,1.05602E-015,-30.3952,,,56.8871
0.843,-111997,-0.0000000000000228327,14733.8,8.10758E-034,2.88366E-018,-1.23042E-033,-56.9964,1.0565E-015,-30.5777,,,56.9964
0.844,-112060,-0.0000000000000237666,15272.9,-7.41516E-034,-1.14747E-020,1.73179E-034,-57.1063,1.05698E-015,-30.7593,,,57.1063
0.845,-112120,-0.0000000000000247074,15812.4,-7.40697E-034,2.88366E-018,1.7663E-034,-57.2169,1.05746E-015,-30.9402,,,57.2169
0.846,-112178,-0.0000000000000256552,16352.4,-7.39889E-034,-1.14747E-020,1.8009E-034,-57.3282,1.05794E-015,-31.1203,,,57.3282
0.847,-112234,-0.0000000000000266099,16892.7,-6.9438E-034,2.88366E-018,1.9286E-034,-57.4401,1.05842E-015,-31.2996,,,57.4401
0.848,-112287,-0.0000000000000275716,17433.4,-6.43303E-035,-1.14747E-020,-7.18556E-034,-57.5528,1.05891E-015,-31.4782,,,57.5528
0.849,-112337,-0.0000000000000285403,17974.4,4.81166E-034,2.88366E-018,1.07347E-033,-57.666,1.05939E-015,-31.6559,,,57.666
0.85,-112385,-0.0000000000000295159,18515.7,2.35875E-033,2.88366E-018,-2.19538E-033,-57.78,1.05988E-015,-31.8329,,,57.78
0.851,-112430,-0.0000000000000304984,19057.4,2.34857E-033,2.88366E-018,-2.20623E-033,-57.8945,1.06036E-015,-32.009,,,57.8945
0.852,-112473,-0.0000000000000314878,19599.4,-1.71058E-033,-2.90661E-018,3.32901E-033,-58.0098,1.06085E-015,-32.1843,,,58.0098
0.853,-112513,-0.0000000000000324842,20141.6,-4.09489E-034,-1.14747E-020,7.65446E-034,-58.1256,1.06134E-015,-32.3588,,,58.1256
0.854,-112551,-0.0000000000000334875,20684.1,-1.36061E-033,-2.90661E-018,2.95708E-033,-58.242,1.06183E-015,-32.5326,,,58.242
0.855,-112586,-0.0000000000000344976,21226.8,-1.34691E-033,-1.14747E-020,2.96332E-033,-58.3591,1.06232E-015,-32.7055,,,58.3591
0.856,-112619,-0.0000000000000355147,21769.8,-8.37469E-034,-1.14747E-020,2.64273E-033,-58.4768,1.06282E-015,-32.8776,,,58.4768
0.857,-112649,-0.0000000000000365387,22313,-1.71437E-033,-1.14747E-020,2.41854E-033,-58.5951,1.06331E-015,-33.0488,,,58.5951
0.858,-112677,-0.0000000000000375695,22856.3,-1.10616E-033,-2.90661E-018,1.9973E-033,-58.714,1.06381E-015,-33.2193,,,58.714
0.859,-112702,-0.0000000000000386072,23399.8,-1.78646E-033,-2.90661E-018,1.51158E-033,-58.8334,1.0643E-015,-33.3889,,,58.8334
0.86,-112725,-0.0000000000000396517,23943.5,-1.06055E-033,-1.14747E-020,3.47673E-033,-58.9535,1.0648E-015,-33.5577,,,58.9535
0.861,-112745,-0.0000000000000407031,24487.4,-1.60226E-033,-1.14747E-020,2.8903E-033,-59.0741,1.0653E-015,-33.7257,,,59.0741
0.862,-112763,-0.0000000000000417613,25031.3,-3.0334E-034,-1.14747E-020,3.26194E-034,-59.1953,1.0658E-015,-33.8929,,,59.1953
0.863,-112778,-0.0000000000000428263,25575.4,-3.01848E-034,-1.14747E-020,3.27575E-034,-59.3171,1.0663E-015,-34.0592,,,59.3171
0.864,-112791,-0.0000000000000438981,26119.5,-3.00351E-034,-1.14747E-020,3.28948E-034,-59.4394,1.0668E-015,-34.2247,,,59.4394
0.865,-112801,-0.0000000000000449768,26663.7,-2.9885E-034,-1.14747E-020,3.30312E-034,-59.5622,1.0673E-015,-34.3893,,,59.5622
0.866,-112809,-0.0000000000000460622,27208,-2.97344E-034,-1.14747E-020,3.31668E-034,-59.6856,1.06781E-015,-34.5532,,,59.6856
0.867,-112815,-0.0000000000000471544,27752.3,-9.38625E-034,-1.14747E-020,2.90444E-033,-59.8095,1.06831E-015,-34.7161,,,59.8095
0.868,-112817,-0.0000000000000482533,28296.6,-2.80661E-034,2.88366E-018,3.38237E-034,-59.9339,1.06882E-015,-34.8783,,,59.9339
0.869,-112818,-0.000000000000049359,28840.9,-8.00589E-034,-1.14747E-020,3.66148E-033,-60.0589,1.06932E-015,-35.0396,,,60.0589
0.87,-112816,-0.0000000000000504714,29385.2,-2.03637E-034,2.88366E-018,1.34076E-035,-60.1844,1.06983E-015,-35.2,,,60.1844
0.871,-112811,-0.0000000000000515906,29929.5,-2.06664E-034,2.88366E-018,1.41569E-035,-60.3104,1.07034E-015,-35.3596,,,60.3104
0.872,-112804,-0.0000000000000527164,30473.7,-1.56802E-034,2.88366E-018,-1.17875E-033,-60.4368,1.07085E-015,-35.5183,,,60.4368
0.873,-112795,-0.000000000000053849,31017.8,-2.49717E-034,-1.14747E-020,-1.38249E-034,-60.5638,1.07136E-015,-35.6762,,,60.5638
0.874,-112783,-0.0000000000000549882,31561.9,7.10865E-035,-1.14747E-020,-1.37122E-034,-60.6912,1.07187E-015,-35.8333,,,60.6912
0.875,-112769,-0.0000000000000561341,32105.9,-2.50956E-034,-1.14747E-020,2.43395E-033,-60.8191,1.07238E-015,-35.9895,,,60.8191
0.876,-112752,-0.0000000000000572866,32649.8,-2.47067E-034,-1.14747E-020,2.4342E-033,-60.9475,1.07289E-015,-36.1448,,,60.9475
0.877,-112733,-0.0000000000000584458,33193.5,8.88047E-035,-1.14747E-020,9.49274E-034,-61.0764,1.0734E-015,-36.2993,,,61.0764
0.878,-112711,-0.0000000000000596116,33737.1,-1.61402E-034,-1.14747E-020,1.94062E-033,-61.2057,1.07392E-015,-36.4529,,,61.2057
0.879,-112687,-0.0000000000000607839,34280.5,-5.62597E-035,2.88366E-018,3.02342E-034,-61.3354,1.07443E-015,-36.6057,,,61.3354
0.88,-112661,-0.0000000000000619629,34823.8,-2.2778E-036,-1.14747E-020,1.17702E-033,-61.4656,1.07495E-015,-36.7576,,,61.4656
0.881,-112632,-0.0000000000000631484,35366.9,3.03633E-036,-1.14747E-020,1.17705E-033,-61.5962,1.07546E-015,-36.9086,,,61.5962
0.882,-112601,-0.0000000000000643405,35909.7,-5.36177E-036,-1.14747E-020,1.17534E-033,-61.7273,1.07598E-015,-37.0588,,,61.7273
0.883,-112567,-0.0000000000000655391,36452.4,-1.24664E-037,-1.14747E-020,1.17535E-033,-61.8587,1.0765E-015,-37.2081,,,61.8587
0.884,-112531,-0.0000000000000667443,36994.8,5.10558E-036,-1.14747E-020,1.17534E-033,-61.9906,1.07702E-015,-37.3565,,,61.9906
0.885,-112493,-0.0000000000000679559,37536.9,1.03289E-035,-1.14747E-020,1.17531E-033,-62.1229,1.07754E-015,-37.5041,,,62.1229
0.886,-112452,-0.000000000000069174,38078.8,1.56003E-035,-1.14747E-020,1.17528E-033,-62.2556,1.07806E-015,-37.6508,,,62.2556
0.887,-112409,-0.0000000000000703986,38620.4,2.05539E-034,-1.14747E-020,1.62168E-033,-62.3886,1.07858E-015,-37.7967,,,62.3886
0.888,-112363,-0.0000000000000716296,39161.6,-1.08709E-034,-1.14747E-020,-9.50639E-034,-62.5221,1.0791E-015,-37.9417,,,62.5221
0.889,-112315,-0.0000000000000728671,39702.6,-1.1291E-034,-1.14747E-020,-9.50149E-034,-62.6559,1.07962E-015,-38.0858,,,62.6559
0.89,-112265,-0.000000000000074111,40243.3,-1.17103E-034,-1.14747E-020,-9.49642E-034,-62.7901,1.08014E-015,-38.229,,,62.7901
0.891,-112212,-0.0000000000000753612,40783.5,-1.21288E-034,-1.14747E-020,-9.49116E-034,-62.9247,1.08067E-015,-38.3714,,,62.9247
0.892,-112158,-0.0000000000000766179,41323.5,-1.25411E-034,-1.14747E-020,-9.48546E-034,-63.0596,1.08119E-015,-38.5129,,,63.0596
0.893,-112100,-0.0000000000000778808,41863,-1.2958E-034,-1.14747E-020,-9.47986E-034,-63.1949,1.08171E-015,-38.6535,,,63.1949
0.894,-112041,-0.0000000000000791502,42402.2,-1.3374E-034,-1.14747E-020,-9.47408E-034,-63.3305,1.08224E-015,-38.7933,,,63.3305
0.895,-111979,-0.0000000000000804258,42941,-1.63028E-034,-1.14747E-020,-9.49934E-034,-63.4665,1.08277E-015,-38.9322,,,63.4665
0.896,-111915,-0.0000000000000817077,43479.3,-4.39265E-035,1.43609E-018,-1.08252E-033,-63.6028,1.08329E-015,-39.0702,,,63.6028
0.897,-111848,-0.0000000000000829959,44017.2,-7.34418E-035,1.43609E-018,-1.08539E-033,-63.7394,1.08382E-015,-39.2073,,,63.7394
0.898,-111780,-0.0000000000000842904,44554.7,4.23921E-035,1.43609E-018,1.65357E-033,-63.8763,1.08435E-015,-39.3436,,,63.8763
0.899,-111709,-0.0000000000000855911,45091.7,1.35289E-034,1.43609E-018,-6.86763E-034,-64.0135,1.08487E-015,-39.479,,,64.0135
0.9,-111635,-0.000000000000086898,45628.2,-4.54481E-034,1.43609E-018,2.17866E-033,-64.151,1.0854E-015,-39.6135,,,64.151
0.901,-111560,-0.0000000000000882111,46164.2,2.15656E-034,1.43609E-018,-3.23735E-035,-64.2889,1.08593E-015,-39.7472,,,64.2889
0.902,-111482,-0.0000000000000895303,46699.7,1.81647E-033,-1.14747E-020,4.57722E-033,-64.427,1.08646E-015,-39.88,,,64.427
0.903,-111402,-0.0000000000000908557,47234.7,5.26802E-034,-1.14747E-020,-5.79428E-034,-64.5654,1.08699E-015,-40.0119,,,64.5654
0.904,-111320,-0.0000000000000921873,47769.2,9.37395E-034,-1.14747E-020,3.89981E-033,-64.7041,1.08752E-015,-40.1429,,,64.7041
0.905,-111235,-0.0000000000000935249,48303.1,2.01157E-034,1.43609E-018,1.93345E-033,-64.843,1.08805E-015,-40.273,,,64.843
0.906,-111148,-0.0000000000000948686,48836.5,1.75118E-034,-1.14747E-020,1.92574E-033,-64.9822,1.08858E-015,-40.4023,,,64.9822
0.907,-111059,-0.0000000000000962184,49369.3,1.83485E-034,-1.14747E-020,1.92498E-033,-65.1217,1.08911E-015,-40.5308,,,65.1217
0.908,-110968,-0.0000000000000975743,49901.5,-1.048E-033,-1.14747E-020,-3.21288E-033,-65.2614,1.08965E-015,-40.6583,,,65.2614
0.909,-110875,-0.0000000000000989361,50433.1,-2.93093E-033,-1.14747E-020,-7.34683E-033,-65.4013,1.09018E-015,-40.785,,,65.4013
0.91,-110779,-0.000000000000100304,50964.1,-2.28709E-033,-1.14747E-020,-6.26225E-033,-65.5415,1.09071E-015,-40.9108,,,65.5415
0.911,-110681,-0.000000000000101678,51494.5,-6.2321E-034,1.43609E-018,2.44942E-033,-65.6819,1.09124E-015,-41.0357,,,65.6819
0.912,-110582,-0.000000000000103058,52024.2,3.63715E-034,1.43609E-018,2.1421E-033,-65.8225,1.09178E-015,-41.1598,,,65.8225
0.913,-110479,-0.000000000000104443,52553.3,-6.05432E-034,1.43609E-018,6.65569E-034,-65.9634,1.09231E-015,-41.283,,,65.9634
0.914,-110375,-0.000000000000105835,53081.7,-3.20297E-034,1.43609E-018,-7.47182E-034,-66.1044,1.09285E-015,-41.4053,,,66.1044
0.915,-110269,-0.000000000000107232,53609.5,-6.57305E-035,1.43609E-018,-2.10182E-033,-66.2457,1.09338E-015,-41.5267,,,66.2457
0.916,-110160,-0.000000000000108636,54136.6,-2.32594E-033,-1.14747E-020,-3.37907E-033,-66.3871,1.09392E-015,-41.6473,,,66.3871
0.917,-110050,-0.000000000000110045,54662.9,-2.08598E-033,-1.14747E-020,-4.59869E-033,-66.5288,1.09445E-015,-41.767,,,66.5288
0.918,-109937,-0.00000000000011146,55188.6,-3.11578E-033,1.43609E-018,-5.74999E-033,-66.6706,1.09499E-015,-41.8859,,,66.6706
0.919,-109822,-0.00000000000011288,55713.5,-2.58079E-033,1.43609E-018,-5.13567E-033,-66.8126,1.09552E-015,-42.0039,,,66.8126
0.92,-109705,-0.000000000000114307,56237.7,-3.38633E-033,1.43609E-018,-4.39353E-033,-66.9548,1.09606E-015,-42.121,,,66.9548
0.921,-109586,-0.000000000000115739,56761.1,-3.41031E-033,1.43609E-018,-4.37825E-033,-67.0971,1.0966E-015,-42.2373,,,67.0971
0.922,-109465,-0.000000000000117177,57283.8,8.23296E-034,-1.14747E-020,1.76956E-033,-67.2396,1.09713E-015,-42.3527,,,67.2396
0.923,-109342,-0.000000000000118621,57805.7,3.40985E-033,-1.45904E-018,6.91355E-033,-67.3823,1.09767E-015,-42.4672,,,67.3823
