#,Time,Qx,Qy,Qz,Mx,My,Mz,Wx,Wy,Wz,,
0.377,-175.927,5.88034E-015,-50517.7,3.35663E-037,7.89982E-020,3.82123E-034,-97.6475,1.00452E-015,44.7199,,,97.6475
0.378,-198.231,5.92178E-015,-50651.6,1.61991E-035,7.89982E-020,7.67538E-034,-97.4996,1.0045E-015,44.6604,,,97.4996
0.379,-221.896,5.96375E-015,-50785.5,-4.63613E-035,-1.01948E-019,8.31433E-032,-97.3511,1.00448E-015,44.6009,,,97.3511
0.38,-246.927,6.00627E-015,-50919.4,-5.01808E-035,-5.67112E-020,8.30623E-032,-97.202,1.00446E-015,44.5416,,,97.202
0.381,-273.329,6.04934E-015,-51053.3,-1.80612E-034,1.11435E-020,8.33944E-032,-97.0525,1.00443E-015,44.4823,,,97.0525
0.382,-301.107,6.09297E-015,-51187.1,-9.62632E-035,3.37617E-020,8.33337E-032,-96.9024,1.00441E-015,44.4232,,,96.9024
0.383,-330.265,6.13716E-015,-51320.9,-1.01182E-034,1.24235E-019,8.36977E-032,-96.7518,1.00438E-015,44.3641,,,96.7518
0.384,-360.809,6.18193E-015,-51454.7,-4.69739E-035,-5.67112E-020,1.41317E-033,-96.6007,1.00436E-015,44.305,,,96.6007
0.385,-392.743,6.22727E-015,-51588.5,-4.04383E-035,-5.67112E-020,1.41327E-033,-96.4491,1.00433E-015,44.2461,,,96.4491
0.386,-426.071,6.2732E-015,-51722.2,3.08687E-034,-4.18603E-019,-8.08711E-032,-96.297,1.00431E-015,44.1871,,,96.297
0.387,-460.799,6.31971E-015,-51856,3.79487E-035,-7.80494E-019,1.85268E-033,-96.1444,1.00428E-015,44.1283,,,96.1444
0.388,-496.932,6.36682E-015,-51989.6,7.60985E-034,-7.80494E-019,-7.99868E-032,-95.9914,1.00426E-015,44.0694,,,95.9914
0.389,-534.473,6.41453E-015,-52123.3,1.16997E-034,-1.50428E-018,2.74867E-033,-95.8378,1.00423E-015,44.0106,,,95.8378
0.39,-573.428,6.46285E-015,-52256.9,1.59783E-034,-5.67112E-020,2.73252E-033,-95.6838,1.0042E-015,43.9518,,,95.6838
0.391,-613.801,6.51178E-015,-52390.4,-4.20392E-034,1.39085E-018,8.49918E-032,-95.5293,1.00418E-015,43.8929,,,95.5293
0.392,-655.597,6.56132E-015,-52523.9,-8.35102E-034,1.39085E-018,8.45562E-032,-95.3743,1.00415E-015,43.8341,,,95.3743
0.393,-698.82,6.61149E-015,-52657.4,5.57776E-035,-5.67112E-020,1.83947E-033,-95.2189,1.00412E-015,43.7753,,,95.2189
0.394,-743.475,6.66229E-015,-52790.8,5.31767E-035,-5.67112E-020,1.83953E-033,-95.063,1.00409E-015,43.7165,,,95.063
0.395,-789.566,6.71372E-015,-52924.1,1.33591E-033,-2.95184E-018,-8.0445E-032,-94.9066,1.00406E-015,43.6576,,,94.9066
0.396,-837.098,6.76584E-015,-53057.4,1.43086E-036,3.37617E-020,-3.12449E-036,-94.7498,1.00403E-015,43.5987,,,94.7498
0.397,-886.075,6.81857E-015,-53190.6,-2.90214E-037,3.37617E-020,1.83352E-036,-94.5925,1.004E-015,43.5398,,,94.5925
0.398,-936.503,6.87195E-015,-53323.8,-2.88541E-037,-1.14747E-020,1.8338E-036,-94.4349,1.00397E-015,43.4808,,,94.4349
0.399,-988.384,6.92599E-015,-53456.9,-2.86847E-037,-1.14747E-020,1.83406E-036,-94.2767,1.00394E-015,43.4217,,,94.2767
0.4,-1041.72,6.98069E-015,-53589.9,3.12225E-036,-1.14747E-020,2.43175E-036,-94.1182,1.00391E-015,43.3626,,,94.1182
0.401,-1096.53,7.03606E-015,-53722.8,3.77567E-036,-1.14747E-020,4.02672E-036,-93.9592,1.00388E-015,43.3034,,,93.9592
0.402,-1152.8,7.09211E-015,-53855.7,2.53515E-036,-1.14747E-020,-8.94667E-036,-93.7998,1.00385E-015,43.2441,,,93.7998
0.403,-1210.54,7.14884E-015,-53988.4,-1.37547E-035,-1.01948E-019,-2.05156E-035,-93.64,1.00381E-015,43.1848,,,93.64
0.404,-1269.75,7.20626E-015,-54121.1,-1.3776E-035,-1.01948E-019,-2.05013E-035,-93.4797,1.00378E-015,43.1253,,,93.4797
0.405,-1330.45,7.26437E-015,-54253.7,2.33122E-035,7.89982E-020,1.10863E-035,-93.3191,1.00375E-015,43.0657,,,93.3191
0.406,-1392.63,7.32318E-015,-54386.2,2.20942E-035,7.89982E-020,4.90404E-035,-93.158,1.00372E-015,43.0061,,,93.158
0.407,-1456.3,7.3827E-015,-54518.6,2.43759E-035,7.89982E-020,3.15517E-035,-92.9966,1.00368E-015,42.9462,,,92.9966
0.408,-1521.46,7.44292E-015,-54650.8,2.44115E-035,7.89982E-020,3.15242E-035,-92.8347,1.00365E-015,42.8863,,,92.8347
0.409,-1588.12,7.50386E-015,-54783,9.03889E-036,-1.14747E-020,3.17318E-036,-92.6725,1.00361E-015,42.8262,,,92.6725
0.41,-1656.28,7.56552E-015,-54915,8.4805E-036,-1.14747E-020,5.75993E-037,-92.5099,1.00358E-015,42.766,,,92.5099
0.411,-1725.94,7.62791E-015,-55046.9,2.85699E-035,7.89982E-020,4.07439E-035,-92.3469,1.00354E-015,42.7056,,,92.3469
0.412,-1797.12,7.69103E-015,-55178.7,1.53649E-035,7.89982E-020,4.1154E-035,-92.1835,1.00351E-015,42.6451,,,92.1835
0.413,-1869.8,7.75489E-015,-55310.4,1.5415E-035,7.89982E-020,4.1135E-035,-92.0197,1.00347E-015,42.5844,,,92.0197
0.414,-1944,7.81949E-015,-55441.9,-4.6223E-036,-1.14747E-020,9.37658E-037,-91.8556,1.00344E-015,42.5235,,,91.8556
0.415,-2019.72,7.88484E-015,-55573.3,-4.6211E-036,-1.14747E-020,9.43555E-037,-91.6911,1.0034E-015,42.4624,,,91.6911
0.416,-2096.97,7.95094E-015,-55704.5,-4.61987E-036,-1.14747E-020,9.49549E-037,-91.5263,1.00336E-015,42.4012,,,91.5263
0.417,-2175.74,8.0178E-015,-55835.6,-2.47076E-035,-1.14747E-020,-3.92224E-035,-91.3611,1.00332E-015,42.3397,,,91.3611
0.418,-2256.05,8.08542E-015,-55966.5,-4.67122E-036,-1.14747E-020,9.88813E-037,-91.1955,1.00329E-015,42.278,,,91.1955
0.419,-2337.89,8.15382E-015,-56097.3,-4.66988E-036,-1.14747E-020,9.95168E-037,-91.0296,1.00325E-015,42.2162,,,91.0296
0.42,-2421.27,8.22299E-015,-56227.9,-4.6685E-036,-1.14747E-020,1.00162E-036,-90.8633,1.00321E-015,42.1541,,,90.8633
0.421,-2506.2,8.29293E-015,-56358.3,-4.66709E-036,1.69471E-019,1.00816E-036,-90.6968,1.00317E-015,42.0917,,,90.6968
0.422,-2592.67,8.36367E-015,-56488.5,-4.6656E-036,1.69471E-019,1.01497E-036,-90.5298,1.00313E-015,42.0292,,,90.5298
0.423,-2680.69,8.43519E-015,-56618.6,-2.92585E-036,-1.14747E-020,-1.36932E-036,-90.3626,1.00309E-015,41.9663,,,90.3626
0.424,-2770.27,8.5075E-015,-56748.4,-1.5087E-035,1.69471E-019,1.10154E-035,-90.195,1.00305E-015,41.9033,,,90.195
0.425,-2861.4,8.58062E-015,-56878.1,-1.93617E-035,1.69471E-019,1.28695E-035,-90.0271,1.00301E-015,41.84,,,90.0271
0.426,-2954.09,8.65454E-015,-57007.5,-1.93422E-035,1.69471E-019,1.28989E-035,-89.8589,1.00297E-015,41.7764,,,89.8589
0.427,-3048.35,8.72927E-015,-57136.7,-9.63706E-036,-1.14747E-020,-3.15933E-035,-89.6904,1.00293E-015,41.7125,,,89.6904
0.428,-3144.18,8.80481E-015,-57265.7,-1.02654E-035,-1.14747E-020,-2.95533E-035,-89.5216,1.00289E-015,41.6484,,,89.5216
0.429,-3241.57,8.88118E-015,-57394.5,-9.08486E-036,-1.14747E-020,-2.74255E-035,-89.3524,1.00285E-015,41.584,,,89.3524
0.43,-3340.54,8.95836E-015,-57523.1,6.20253E-035,1.69471E-019,1.76696E-034,-89.183,1.00281E-015,41.5192,,,89.183
0.431,-3441.09,9.03637E-015,-57651.4,-2.03536E-036,-1.14747E-020,1.03052E-035,-89.0133,1.00277E-015,41.4542,,,89.0133
0.432,-3543.22,9.11522E-015,-57779.5,-2.01857E-036,-1.14747E-020,1.03085E-035,-88.8433,1.00272E-015,41.3889,,,88.8433
0.433,-3646.94,9.1949E-015,-57907.3,-2.00157E-036,-1.14747E-020,1.03118E-035,-88.673,1.00268E-015,41.3233,,,88.673
0.434,-3752.24,9.27543E-015,-58034.8,-1.98435E-036,-1.14747E-020,1.03151E-035,-88.5024,1.00264E-015,41.2573,,,88.5024
0.435,-3859.13,9.3568E-015,-58162.1,-1.96693E-036,-1.14747E-020,1.03184E-035,-88.3316,1.00259E-015,41.191,,,88.3316
0.436,-3967.61,9.43902E-015,-58289.1,-1.95108E-036,-1.14747E-020,1.03217E-035,-88.1604,1.00255E-015,41.1244,,,88.1604
0.437,-4077.69,9.52209E-015,-58415.9,5.60105E-036,-1.14747E-020,-4.75123E-035,-87.989,1.00251E-015,41.0574,,,87.989
0.438,-4189.37,9.60602E-015,-58542.3,5.51798E-036,1.69471E-019,-4.7522E-035,-87.8174,1.00246E-015,40.9901,,,87.8174
0.439,-4302.65,9.69081E-015,-58668.4,5.43399E-036,-1.14747E-020,-4.75315E-035,-87.6455,1.00242E-015,40.9224,,,87.6455
0.44,-4417.54,9.77647E-015,-58794.3,5.34903E-036,-1.14747E-020,-4.75412E-035,-87.4733,1.00237E-015,40.8544,,,87.4733
0.441,-4534.03,9.863E-015,-58919.8,5.26313E-036,1.69471E-019,-4.75508E-035,-87.3009,1.00233E-015,40.786,,,87.3009
0.442,-4652.13,9.95041E-015,-59045,2.34412E-035,-1.14747E-020,5.39853E-035,-87.1283,1.00228E-015,40.7172,,,87.1283
0.443,-4771.85,0.0000000000000100387,-59169.9,2.35408E-035,-1.14747E-020,5.3942E-035,-86.9554,1.00224E-015,40.648,,,86.9554
0.444,-4893.18,0.0000000000000101279,-59294.4,-5.67163E-035,-1.14747E-020,-1.06814E-034,-86.7822,1.00219E-015,40.5785,,,86.7822
0.445,-5016.13,0.0000000000000102179,-59418.6,2.34387E-035,-1.14747E-020,5.40049E-035,-86.6089,1.00215E-015,40.5085,,,86.6089
0.446,-5140.71,0.0000000000000103088,-59542.5,-3.4725E-035,-1.14747E-020,5.7161E-035,-86.4353,1.0021E-015,40.4381,,,86.4353
0.447,-5266.9,0.0000000000000104007,-59666,-3.46151E-035,-1.14747E-020,5.72276E-035,-86.2615,1.00205E-015,40.3674,,,86.2615
0.448,-5394.72,0.0000000000000104934,-59789.1,-3.45039E-035,-1.14747E-020,5.72946E-035,-86.0875,1.00201E-015,40.2962,,,86.0875
0.449,-5524.17,0.000000000000010587,-59911.9,-1.13759E-035,-1.14747E-020,6.05918E-035,-85.9132,1.00196E-015,40.2246,,,85.9132
0.45,-5655.24,0.0000000000000106815,-60034.2,-1.12561E-035,-1.14747E-020,6.06142E-035,-85.7388,1.00191E-015,40.1526,,,85.7388
0.451,-5787.95,0.000000000000010777,-60156.2,-9.1493E-035,-1.14747E-020,-2.60788E-034,-85.5641,1.00186E-015,40.0801,,,85.5641
0.452,-5922.3,0.0000000000000108733,-60277.8,1.22717E-035,-1.14747E-020,6.40797E-035,-85.3893,1.00182E-015,40.0072,,,85.3893
0.453,-6058.28,0.0000000000000109706,-60398.9,-4.37254E-035,-1.14747E-020,-2.54102E-034,-85.2143,1.00177E-015,39.9339,,,85.2143
0.454,-6195.89,0.0000000000000110687,-60519.7,1.97445E-035,-1.14747E-020,-1.12037E-034,-85.039,1.00172E-015,39.8601,,,85.039
0.455,-6335.15,0.0000000000000111678,-60640,4.21425E-035,-1.14747E-020,5.10557E-035,-84.8636,1.00167E-015,39.7858,,,84.8636
0.456,-6476.05,0.0000000000000112678,-60759.9,-1.18463E-034,-1.14747E-020,-2.70457E-034,-84.6881,1.00162E-015,39.7111,,,84.6881
0.457,-6618.6,0.0000000000000113687,-60879.3,4.16769E-035,-1.14747E-020,5.12177E-035,-84.5123,1.00157E-015,39.6359,,,84.5123
0.458,-6762.79,0.0000000000000114706,-60998.3,4.17857E-035,-1.14747E-020,5.1129E-035,-84.3364,1.00153E-015,39.5602,,,84.3364
0.459,-6908.63,0.0000000000000115733,-61116.8,-1.73161E-034,-1.14747E-020,-2.67062E-034,-84.1603,1.00148E-015,39.484,,,84.1603
0.46,-7056.12,0.000000000000011677,-61234.8,-2.03629E-034,-1.14747E-020,-3.00769E-034,-83.984,1.00143E-015,39.4074,,,83.984
0.461,-7205.25,0.0000000000000117817,-61352.4,4.62226E-035,-1.14747E-020,7.60109E-036,-83.8076,1.00138E-015,39.3302,,,83.8076
0.462,-7356.04,0.0000000000000118872,-61469.4,4.62392E-035,-1.14747E-020,7.49943E-036,-83.6311,1.00133E-015,39.2526,,,83.6311
0.463,-7508.49,0.0000000000000119937,-61586,-1.14459E-034,-1.14747E-020,-3.14028E-034,-83.4544,1.00128E-015,39.1744,,,83.4544
0.464,-7662.59,0.0000000000000121011,-61702,1.28892E-035,-1.14747E-020,6.53927E-035,-83.2776,1.00123E-015,39.0958,,,83.2776
0.465,-7818.34,0.0000000000000122095,-61817.6,4.73845E-035,-1.14747E-020,1.46679E-034,-83.1006,1.00118E-015,39.0166,,,83.1006
0.466,-7975.75,0.0000000000000123188,-61932.5,4.77174E-035,-1.14747E-020,1.46571E-034,-82.9235,1.00113E-015,38.9369,,,82.9235
0.467,-8134.83,0.0000000000000124291,-62047,-4.04093E-036,-1.14747E-020,1.5325E-034,-82.7463,1.00108E-015,38.8566,,,82.7463
0.468,-8295.56,0.0000000000000125402,-62160.9,-3.68766E-036,-1.14747E-020,1.53258E-034,-82.569,1.00103E-015,38.7759,,,82.569
0.469,-8457.95,0.0000000000000126524,-62274.3,-3.33168E-036,-1.14747E-020,1.53267E-034,-82.3915,1.00098E-015,38.6946,,,82.3915
0.47,-8622,0.0000000000000127654,-62387,-2.973E-036,-1.14747E-020,1.53274E-034,-82.2139,1.00092E-015,38.6127,,,82.2139
0.471,-8787.72,0.0000000000000128795,-62499.2,-6.00698E-035,3.50417E-019,-4.27256E-035,-82.0363,1.00087E-015,38.5303,,,82.0363
0.472,-8955.09,0.0000000000000129944,-62610.8,-2.20879E-034,-3.73366E-019,-6.85431E-034,-81.8585,1.00082E-015,38.4473,,,81.8585
0.473,-9124.14,0.0000000000000131103,-62721.8,-1.78797E-034,-3.73366E-019,-6.15795E-034,-81.6807,1.00077E-015,38.3638,,,81.6807
0.474,-9294.84,0.0000000000000132272,-62832.2,-1.8922E-034,-3.73366E-019,-5.60113E-034,-81.5027,1.00072E-015,38.2797,,,81.5027
0.475,-9467.21,0.000000000000013345,-62942,-2.18334E-034,-3.73366E-019,-5.18581E-034,-81.3247,1.00067E-015,38.195,,,81.3247
0.476,-9641.25,0.0000000000000134637,-63051.1,-1.71506E-034,-1.14747E-020,-4.91181E-034,-81.1466,1.00062E-015,38.1097,,,81.1466
0.477,-9816.95,0.0000000000000135834,-63159.6,4.70138E-034,3.50417E-019,7.9494E-034,-80.9684,1.00057E-015,38.0239,,,80.9684
0.478,-9994.32,0.0000000000000137041,-63267.5,3.74547E-035,3.50417E-019,1.42195E-034,-80.7902,1.00051E-015,37.9375,,,80.7902
0.479,-10173.4,0.0000000000000138257,-63374.6,6.23676E-035,-1.14747E-020,1.48069E-034,-80.6119,1.00046E-015,37.8505,,,80.6119
0.48,-10354.1,0.0000000000000139482,-63481.1,1.31154E-034,-1.14747E-020,2.83466E-034,-80.4335,1.00041E-015,37.7628,,,80.4335
0.481,-10536.4,0.0000000000000140717,-63587,-7.72883E-035,-1.14747E-020,2.9015E-034,-80.2551,1.00036E-015,37.6746,,,80.2551
0.482,-10720.4,0.0000000000000141961,-63692.1,-7.65497E-035,-1.14747E-020,2.90345E-034,-80.0766,1.00031E-015,37.5858,,,80.0766
0.483,-10906.1,0.0000000000000143215,-63796.5,-3.75741E-034,-1.14747E-020,-8.13537E-034,-79.8981,1.00026E-015,37.4963,,,79.8981
0.484,-11093.5,0.0000000000000144478,-63900.2,-5.64129E-035,-1.14747E-020,-1.69717E-034,-79.7196,1.0002E-015,37.4063,,,79.7196
0.485,-11282.5,0.0000000000000145751,-64003.2,-5.68582E-035,-1.14747E-020,-1.69571E-034,-79.541,1.00015E-015,37.3156,,,79.541
0.486,-11473.2,0.0000000000000147033,-64105.4,8.46116E-035,-1.14747E-020,7.84203E-035,-79.3625,1.0001E-015,37.2243,,,79.3625
0.487,-11665.6,0.0000000000000148324,-64206.9,-1.22899E-034,-1.14747E-020,8.53036E-035,-79.1839,1.00005E-015,37.1323,,,79.1839
0.488,-11859.6,0.0000000000000149625,-64307.6,-1.22673E-034,-1.14747E-020,8.56282E-035,-79.0052,9.99996E-016,37.0397,,,79.0052
0.489,-12055.3,0.0000000000000150935,-64407.5,-1.22445E-034,-1.14747E-020,8.59542E-035,-78.8266,9.99944E-016,36.9465,,,78.8266
0.49,-12252.6,0.0000000000000152254,-64506.7,-4.43638E-034,-1.14747E-020,-5.56567E-034,-78.648,9.99892E-016,36.8526,,,78.648
0.491,-12451.7,0.0000000000000153583,-64605,-2.15881E-034,-1.14747E-020,-5.48208E-034,-78.4694,9.9984E-016,36.7581,,,78.4694
0.492,-12652.3,0.0000000000000154921,-64702.5,-3.0908E-034,-1.14747E-020,-5.40445E-034,-78.2908,9.99788E-016,36.6629,,,78.2908
0.493,-12854.6,0.0000000000000156269,-64799.3,-7.92972E-035,-1.14747E-020,-1.40041E-034,-78.1122,9.99736E-016,36.567,,,78.1122
0.494,-13058.6,0.0000000000000157625,-64895.2,-3.38182E-034,-1.14747E-020,-1.64745E-033,-77.9336,9.99685E-016,36.4705,,,77.9336
0.495,-13264.3,0.0000000000000158991,-64990.2,1.04986E-034,-1.14747E-020,-5.54255E-034,-77.755,9.99633E-016,36.3733,,,77.755
0.496,-13471.6,0.0000000000000160366,-65084.4,1.03449E-034,-1.14747E-020,-5.54544E-034,-77.5765,9.99581E-016,36.2755,,,77.5765
0.497,-13680.5,0.0000000000000161751,-65177.7,1.01902E-034,-1.14747E-020,-5.5483E-034,-77.3981,9.9953E-016,36.1769,,,77.3981
0.498,-13891.1,0.0000000000000163144,-65270.2,1.00346E-034,-1.14747E-020,-5.55114E-034,-77.2196,9.99478E-016,36.0777,,,77.2196
0.499,-14103.4,0.0000000000000164546,-65361.7,9.87802E-035,-1.14747E-020,-5.55395E-034,-77.0412,9.99427E-016,35.9778,,,77.0412
0.5,-14317.3,0.0000000000000165958,-65452.4,9.71979E-035,-1.14747E-020,-5.55673E-034,-76.8629,9.99376E-016,35.8772,,,76.8629
0.501,-14532.8,0.0000000000000167378,-65542.1,-4.46945E-034,-1.14747E-020,-1.90171E-033,-76.6847,9.99325E-016,35.7759,,,76.6847
0.502,-14750,0.0000000000000168808,-65630.9,-2.18372E-034,-1.14747E-020,-6.00096E-034,-76.5065,9.99274E-016,35.674,,,76.5065
0.503,-14968.9,0.0000000000000170246,-65718.8,-2.201E-034,-1.14747E-020,-5.99465E-034,-76.3283,9.99223E-016,35.5713,,,76.3283
0.504,-15189.4,0.0000000000000171694,-65805.7,-2.21836E-034,-1.14747E-020,-5.98824E-034,-76.1503,9.99172E-016,35.4679,,,76.1503
0.505,-15411.5,0.000000000000017315,-65891.7,-2.23579E-034,-1.14747E-020,-5.98176E-034,-75.9723,9.99121E-016,35.3638,,,75.9723
0.506,-15635.2,0.0000000000000174615,-65976.7,-6.32564E-034,-1.14747E-020,-1.86849E-033,-75.7945,9.99071E-016,35.2589,,,75.7945
0.507,-15860.6,0.0000000000000176089,-66060.7,4.78843E-036,-1.14747E-020,-5.80925E-034,-75.6167,9.99021E-016,35.1534,,,75.6167
0.508,-16087.6,0.0000000000000177571,-66143.7,-4.03387E-034,-1.14747E-020,-1.85186E-033,-75.439,9.98971E-016,35.0471,,,75.439
0.509,-16316.3,0.0000000000000179063,-66225.7,-2.23403E-034,-1.14747E-020,-4.76026E-034,-75.2615,9.98921E-016,34.9402,,,75.2615
0.51,-16546.6,0.0000000000000180562,-66306.6,-6.03234E-034,-1.14747E-020,-1.6372E-033,-75.0841,9.98871E-016,34.8325,,,75.0841
0.511,-16778.5,0.0000000000000182071,-66386.5,-7.38448E-034,-1.14747E-020,-1.50634E-033,-74.9067,9.98822E-016,34.724,,,74.9067
0.512,-17012,0.0000000000000183587,-66465.4,-1.00143E-034,-1.14747E-020,-2.18406E-034,-74.7296,9.98772E-016,34.6148,,,74.7296
0.513,-17247.1,0.0000000000000185113,-66543.2,-1.00805E-034,-1.14747E-020,-2.18101E-034,-74.5525,9.98723E-016,34.5049,,,74.5525
0.514,-17483.8,0.0000000000000186646,-66620,-1.01469E-034,-1.14747E-020,-2.17793E-034,-74.3756,9.98674E-016,34.3943,,,74.3756
0.515,-17722.2,0.0000000000000188188,-66695.6,-1.02135E-034,-1.14747E-020,-2.17481E-034,-74.1988,9.98626E-016,34.2829,,,74.1988
0.516,-17962.2,0.0000000000000189738,-66770.2,-1.02804E-034,-1.14747E-020,-2.17166E-034,-74.0222,9.98578E-016,34.1707,,,74.0222
0.517,-18203.7,0.0000000000000191296,-66843.6,-1.03475E-034,-1.14747E-020,-2.16847E-034,-73.8458,9.98529E-016,34.0578,,,73.8458
0.518,-18446.9,0.0000000000000192863,-66915.9,-1.04148E-034,-1.14747E-020,-2.16524E-034,-73.6695,9.98482E-016,33.9442,,,73.6695
0.519,-18691.6,0.0000000000000194437,-66987.1,-1.04823E-034,-1.14747E-020,-2.16198E-034,-73.4934,9.98434E-016,33.8298,,,73.4934
0.52,-18938,0.0000000000000196019,-67057.1,-1.05501E-034,-1.14747E-020,-2.15869E-034,-73.3174,9.98387E-016,33.7146,,,73.3174
0.521,-19185.9,0.0000000000000197609,-67126,-1.0618E-034,-1.14747E-020,-2.15535E-034,-73.1417,9.9834E-016,33.5987,,,73.1417
0.522,-19435.4,0.0000000000000199207,-67193.6,-1.06861E-034,-1.14747E-020,-2.15198E-034,-72.9661,9.98294E-016,33.482,,,72.9661
0.523,-19686.5,0.0000000000000200813,-67260.1,-1.07545E-034,-1.14747E-020,-2.14858E-034,-72.7908,9.98247E-016,33.3645,,,72.7908
0.524,-19939.2,0.0000000000000202426,-67325.4,-1.0823E-034,-1.14747E-020,-2.14513E-034,-72.6156,9.98201E-016,33.2462,,,72.6156
0.525,-20193.4,0.0000000000000204047,-67389.5,-1.08917E-034,-1.14747E-020,-2.14165E-034,-72.4406,9.98156E-016,33.1272,,,72.4406
0.526,-20449.2,0.0000000000000205675,-67452.4,1.02479E-034,-1.14747E-020,-3.61211E-035,-72.2659,9.98111E-016,33.0074,,,72.2659
0.527,-20706.6,0.0000000000000207311,-67514,1.02362E-034,7.12308E-019,-3.64524E-035,-72.0914,9.98066E-016,32.8869,,,72.0914
0.528,-20965.5,0.0000000000000208953,-67574.3,-1.09433E-034,-1.14747E-020,-5.07279E-036,-71.9171,9.98021E-016,32.7655,,,71.9171
0.529,-21226,0.0000000000000210603,-67633.4,-3.18589E-034,-1.14747E-020,2.73987E-035,-71.7431,9.97977E-016,32.6434,,,71.7431
0.53,-21488,0.000000000000021226,-67691.3,-3.18514E-034,7.12308E-019,2.84389E-035,-71.5693,9.97934E-016,32.5205,,,71.5693
0.531,-21751.6,0.0000000000000213924,-67747.8,1.20332E-034,7.12308E-019,6.2417E-035,-71.3957,9.9789E-016,32.3968,,,71.3957
0.532,-22016.6,0.0000000000000215595,-67803,-6.60568E-035,-1.14747E-020,7.36448E-034,-71.2224,9.97847E-016,32.2723,,,71.2224
0.533,-22283.3,0.0000000000000217272,-67856.9,-6.36133E-035,-1.14747E-020,7.36663E-034,-71.0494,9.97805E-016,32.147,,,71.0494
0.534,-22551.4,0.0000000000000218956,-67909.5,-6.11751E-035,7.12308E-019,7.36868E-034,-70.8767,9.97763E-016,32.0209,,,70.8767
0.535,-22821.1,0.0000000000000220647,-67960.7,5.3313E-034,-1.14747E-020,-8.58133E-034,-70.7042,9.97722E-016,31.894,,,70.7042
0.536,-23092.2,0.0000000000000222344,-68010.6,7.35934E-034,7.12308E-019,1.71579E-033,-70.532,9.9768E-016,31.7664,,,70.532
0.537,-23364.9,0.0000000000000224048,-68059.1,1.18493E-033,7.12308E-019,1.59447E-033,-70.36,9.9764E-016,31.6379,,,70.36
0.538,-23639.1,0.0000000000000225757,-68106.2,5.25639E-034,-1.14747E-020,-1.04518E-033,-70.1884,9.976E-016,31.5086,,,70.1884
0.539,-23914.7,0.0000000000000227473,-68151.9,1.31927E-033,1.43609E-018,1.51519E-033,-70.0171,9.9756E-016,31.3785,,,70.0171
0.54,-24191.9,0.0000000000000229194,-68196.2,3.87189E-035,-1.14747E-020,-1.06071E-033,-69.8461,9.97521E-016,31.2476,,,69.8461
0.541,-24470.5,0.0000000000000230922,-68239.1,-4.58618E-034,1.43609E-018,4.21753E-034,-69.6754,9.97483E-016,31.1159,,,69.6754
0.542,-24750.6,0.0000000000000232655,-68280.5,-4.57168E-034,1.43609E-018,4.23331E-034,-69.505,9.97445E-016,30.9834,,,69.505
0.543,-25032.2,0.0000000000000234394,-68320.5,1.20947E-034,1.43609E-018,-4.8163E-034,-69.335,9.97407E-016,30.8501,,,69.335
0.544,-25315.2,0.0000000000000236138,-68359.1,-2.27519E-034,1.43609E-018,-1.25871E-033,-69.1653,9.9737E-016,30.716,,,69.1653
0.545,-25599.7,0.0000000000000237887,-68396.2,6.00757E-034,-1.14747E-020,6.28983E-034,-68.996,9.97334E-016,30.581,,,68.996
0.546,-25885.7,0.0000000000000239642,-68431.7,6.02947E-034,-1.14747E-020,6.26883E-034,-68.8269,9.97298E-016,30.4453,,,68.8269
0.547,-26173,0.0000000000000241401,-68465.8,6.05107E-034,1.43609E-018,6.24759E-034,-68.6583,9.97263E-016,30.3087,,,68.6583
0.548,-26461.8,0.0000000000000243166,-68498.4,6.39011E-034,-1.14747E-020,1.75899E-034,-68.49,9.97229E-016,30.1713,,,68.49
0.549,-26752,0.0000000000000244935,-68529.4,-1.63926E-034,-1.14747E-020,2.14197E-034,-68.3221,9.97195E-016,30.0331,,,68.3221
0.55,-27043.7,0.0000000000000246709,-68558.9,1.3247E-034,-1.14747E-020,-5.38882E-036,-68.1545,9.97162E-016,29.8941,,,68.1545
0.551,-27336.7,0.0000000000000248487,-68586.9,1.32448E-034,-1.14747E-020,-5.85867E-036,-67.9874,9.97129E-016,29.7543,,,67.9874
0.552,-27631.2,0.000000000000025027,-68613.3,1.32429E-034,-1.14747E-020,-6.33143E-036,-67.8206,9.97097E-016,29.6136,,,67.8206
0.553,-27927,0.0000000000000252057,-68638.1,-3.97416E-034,-1.14747E-020,2.32804E-035,-67.6543,9.97066E-016,29.4721,,,67.6543
0.554,-28224.2,0.0000000000000253847,-68661.3,8.82726E-034,1.43609E-018,2.60767E-033,-67.4883,9.97035E-016,29.3298,,,67.4883
0.555,-28522.8,0.0000000000000255642,-68682.9,1.80385E-034,-1.14747E-020,9.57434E-034,-67.3228,9.97005E-016,29.1867,,,67.3228
0.556,-28822.8,0.000000000000025744,-68702.9,-6.03954E-034,-1.14747E-020,1.00041E-033,-67.1576,9.96976E-016,29.0428,,,67.1576
0.557,-29124.1,0.0000000000000259242,-68721.3,-1.00235E-034,1.43609E-018,1.04668E-033,-66.9929,9.96948E-016,28.898,,,66.9929
0.558,-29426.8,0.0000000000000261047,-68738,6.06357E-034,-1.14747E-020,-9.89495E-034,-66.8286,9.9692E-016,28.7524,,,66.8286
0.559,-29730.8,0.0000000000000262855,-68753.1,3.17772E-033,1.43609E-018,4.16477E-033,-66.6648,9.96893E-016,28.606,,,66.6648
