Time,Qx,Qy,Qz,Mx,My,Mz,Wx,Wy,Wz,,,,Load Mag,Wx,Wz,,Wz_1280Cvs,Wz_20CVs,Wx_20CVs,,Reference,results,from,Simo,Paper
0.619,-46946.4,-0.000000000000110812,-68381.8,-2.09433E-033,3.16643E-019,-1.98857E-034,-59.2311,1.0561E-015,20.9636,,,,82.9459766607157,59.2311,20.9636,,17.4238,18.3424,57.9018,,,,,,
0.62,-47297.5,-0.000000000000110883,-68302.5,-2.09511E-033,3.16643E-019,-1.90428E-034,-59.1021,1.0559E-015,20.7851,,,,83.0799916496144,59.1021,20.7851,,17.2238,18.148,57.7778,,,,,,
0.621,-47649.2,-0.000000000000110951,-68221.1,-2.64315E-033,-4.0714E-019,-5.10692E-033,-58.9738,1.0557E-015,20.606,,,,83.2139696556414,58.9738,20.606,,17.023,17.9528,57.6547,,,,,,
0.622,-48001.6,-0.000000000000111016,-68137.6,-2.66375E-033,-4.0714E-019,-5.09619E-033,-58.8463,1.0555E-015,20.4262,,,,83.3479821970514,58.8463,20.4262,,16.8215,17.7569,57.5324,,,,,,
0.623,-48354.6,-0.000000000000111078,-68052,1.65361E-033,3.16643E-019,1.93703E-034,-58.7196,1.05529E-015,20.2458,,,,83.4819863513082,58.7196,20.2458,,16.6193,17.5603,57.411,,,,,,
0.624,-48708.2,-0.000000000000111137,-67964.3,-3.48841E-033,-4.0714E-019,-4.95577E-033,-58.5936,1.05509E-015,20.0647,,,,83.6159962072449,58.5936,20.0647,,16.4164,17.3631,57.2905,,,,,,
0.625,-49062.4,-0.000000000000111193,-67874.4,-3.50851E-033,-4.0714E-019,-4.94156E-033,-58.4683,1.05488E-015,19.8829,,,,83.7499448902505,58.4683,19.8829,,16.2128,17.1651,57.1709,,,,,,
0.626,-49417.2,-0.000000000000111246,-67782.5,4.89768E-034,-4.0714E-019,2.27749E-034,-58.3439,1.05467E-015,19.7005,,,,83.8840089772181,58.3439,19.7005,,16.0085,16.9665,57.0522,,,,,,
0.627,-49772.6,-0.000000000000111297,-67688.4,-7.38712E-034,3.16643E-019,1.96917E-034,-58.2202,1.05446E-015,19.5174,,,,84.0180409514528,58.2202,19.5174,,15.8036,16.7671,56.9343,,,,,,
0.628,-50128.5,-0.000000000000111344,-67592.1,-1.01305E-033,-4.0714E-019,1.41643E-034,-58.0973,1.05425E-015,19.3337,,,,84.1519963795274,58.0973,19.3337,,15.5979,16.5672,56.8174,,,,,,
0.629,-50485,-0.000000000000111388,-67493.7,-6.94445E-034,-4.0714E-019,4.11463E-034,-57.9752,1.05404E-015,19.1493,,,,84.2860294751746,57.9752,19.1493,,15.3916,16.3665,56.7014,,,,,,
0.63,-50841.9,-0.000000000000111429,-67393.1,-4.00348E-034,-4.0714E-019,6.58559E-034,-57.8539,1.05383E-015,18.9643,,,,84.4199545322076,57.8539,18.9643,,15.1846,16.1652,56.5863,,,,,,
0.631,-51199.4,-0.000000000000111467,-67290.4,1.45164E-034,-4.0714E-019,9.42379E-034,-57.7333,1.05362E-015,18.7786,,,,84.5539856690387,57.7333,18.7786,,14.9769,15.9632,56.4721,,,,,,
0.632,-51557.4,-0.000000000000111502,-67185.5,1.06763E-032,3.16643E-019,1.14289E-032,-57.6136,1.0534E-015,18.5924,,,,84.6879974081924,57.6136,18.5924,,14.7686,15.7606,56.3588,,,,,,
0.633,-51915.9,-0.000000000000111534,-67078.4,2.46653E-033,-4.0714E-019,2.11684E-033,-57.4947,1.05319E-015,18.4054,,,,84.8220043347833,57.4947,18.4054,,14.5596,15.5573,56.2464,,,,,,
0.634,-52274.8,-0.000000000000111563,-66969.2,-2.47588E-033,-4.0714E-019,2.26558E-033,-57.3766,1.05297E-015,18.2179,,,,84.9560384179959,57.3766,18.2179,,14.35,15.3534,56.135,,,,,,
0.635,-52634.1,-0.000000000000111589,-66857.7,7.80182E-033,3.16643E-019,1.2702E-032,-57.2593,1.05275E-015,18.0298,,,,85.0899555300154,57.2593,18.0298,,14.1397,15.1488,56.0246,,,,,,
0.636,-52993.9,-0.000000000000111612,-66744.1,-3.65161E-034,-4.0714E-019,-1.62877E-033,-57.1429,1.05253E-015,17.841,,,,85.223989122899,57.1429,17.841,,13.9288,14.9436,55.915,,,,,,
0.637,-53354.2,-0.000000000000111631,-66628.2,-2.54027E-034,-4.0714E-019,-1.53198E-033,-57.0273,1.05231E-015,17.6516,,,,85.3579972403289,57.0273,17.6516,,13.7173,14.7378,55.8065,,,,,,
0.638,-53714.8,-0.000000000000111648,-66510.2,-2.60384E-034,-4.0714E-019,-1.53092E-033,-56.9125,1.05209E-015,17.4616,,,,85.4920256110475,56.9125,17.4616,,13.5051,14.5313,55.6988,,,,,,
0.639,-54075.8,-0.000000000000111661,-66389.9,-2.66757E-034,-1.85471E-018,-1.52982E-033,-56.7985,1.05186E-015,17.271,,,,85.6259946958282,56.7985,17.271,,13.2923,14.3242,55.5922,,,,,,
0.64,-54437.2,-0.000000000000111671,-66267.4,4.97375E-035,-4.0714E-019,-1.43473E-033,-56.6854,1.05164E-015,17.0798,,,,85.759996773554,56.6854,17.0798,,13.0789,14.1166,55.4865,,,,,,
0.641,-54798.9,-0.000000000000111678,-66142.7,-1.02418E-032,-1.85471E-018,-6.57769E-033,-56.5732,1.05141E-015,16.888,,,,85.8939823532475,56.5732,16.888,,12.8649,13.9083,55.3818,,,,,,
0.642,-55161,-0.000000000000111682,-66015.8,-1.03177E-032,-1.85471E-018,-6.54021E-033,-56.4617,1.05118E-015,16.6956,,,,86.0280289826519,56.4617,16.6956,,12.6503,13.6994,55.2781,,,,,,
0.643,-55523.4,-0.000000000000111683,-65886.6,4.87825E-033,-1.85471E-018,-1.43659E-033,-56.3512,1.05096E-015,16.5027,,,,86.1620102314239,56.3512,16.5027,,12.4351,13.4899,55.1753,,,,,,
0.644,-55886.1,-0.000000000000111681,-65755.2,-1.30665E-032,-1.85471E-018,-1.03898E-032,-56.2415,1.05073E-015,16.3091,,,,86.2960167113755,56.2415,16.3091,,12.2193,13.2798,55.0736,,,,,,
0.645,-56249.1,-0.000000000000111675,-65621.5,-1.13748E-032,-1.85471E-018,-1.19589E-032,-56.1327,1.0505E-015,16.115,,,,86.4299861914833,56.1327,16.115,,12.0029,13.0692,54.9728,,,,,,
0.646,-56612.4,-0.000000000000111667,-65485.6,-9.14463E-033,-1.85471E-018,-3.139E-033,-56.0248,1.05026E-015,15.9203,,,,86.5640089247258,56.0248,15.9203,,11.7859,12.8579,54.8731,,,,,,
0.647,-56975.9,-0.000000000000111655,-65347.4,-1.41898E-032,-1.85471E-018,-3.15798E-033,-55.9177,1.05003E-015,15.7251,,,,86.6979576897288,55.9177,15.7251,,11.5684,12.6461,54.7743,,,,,,
0.648,-57339.7,-0.00000000000011164,-65207,-2.04293E-033,-1.85471E-018,3.66876E-034,-55.8115,1.0498E-015,15.5292,,,,86.8319874532997,55.8115,15.5292,,11.3503,12.4337,54.6766,,,,,,
0.649,-57703.7,-0.000000000000111621,-65064.3,1.10259E-033,-1.85471E-018,1.94286E-033,-55.7062,1.04956E-015,15.3328,,,,86.965971093181,55.7062,15.3328,,11.1316,12.2208,54.5798,,,,,,
0.65,-58068,-0.0000000000001116,-64919.3,6.06945E-033,-4.0714E-019,1.20472E-032,-55.6018,1.04933E-015,15.1359,,,,87.0999893024678,55.6018,15.1359,,10.9124,12.0073,54.4841,,,,,,
0.651,-58432.4,-0.000000000000111575,-64772.1,-4.61884E-033,-1.85471E-018,1.62237E-033,-55.4983,1.04909E-015,14.9384,,,,87.2339974331682,55.4983,14.9384,,10.6926,11.7932,54.3894,,,,,,
0.652,-58797,-0.000000000000111547,-64622.6,3.02772E-034,-4.0714E-019,1.42421E-033,-55.3957,1.04885E-015,14.7404,,,,87.368001234777,55.3957,14.7404,,10.4723,11.5787,54.2958,,,,,,
0.653,-59161.8,-0.000000000000111516,-64470.8,3.1345E-035,-1.85471E-018,1.35724E-033,-55.294,1.04861E-015,14.5418,,,,87.5020150161126,55.294,14.5418,,10.2515,11.3635,54.2032,,,,,,
0.654,-59526.7,-0.000000000000111482,-64316.7,5.18593E-033,-4.0714E-019,1.14497E-032,-55.1932,1.04837E-015,14.3427,,,,87.6359852559438,55.1932,14.3427,,10.0301,11.1479,54.1116,,,,,,
0.655,-59891.8,-0.000000000000111444,-64160.3,8.58277E-033,-4.0714E-019,7.99156E-033,-55.0933,1.04813E-015,14.1431,,,,87.7699937525918,55.0933,14.1431,,9.8082,10.9317,54.021,,,,,,
0.656,-60256.9,-0.000000000000111403,-64001.7,1.36712E-032,-4.0714E-019,1.28544E-032,-54.9943,1.04789E-015,13.943,,,,87.9039908109979,54.9943,13.943,,9.58579,10.715,53.9315,,,,,,
0.657,-60622.2,-0.000000000000111359,-63840.7,-2.03733E-033,-1.85471E-018,2.19016E-033,-54.8962,1.04764E-015,13.7423,,,,88.0379810611874,54.8962,13.7423,,9.36287,10.4978,53.8431,,,,,,
0.658,-60987.6,-0.000000000000111311,-63677.5,-1.12821E-032,-1.85471E-018,-5.13753E-033,-54.7991,1.0474E-015,13.5411,,,,88.1720554371395,54.7991,13.5411,,9.13945,10.2801,53.7557,,,,,,
0.659,-61353,-0.000000000000111261,-63511.9,-6.7145E-035,-1.85471E-018,-2.18961E-033,-54.7029,1.04715E-015,13.3395,,,,88.3060136718333,54.7029,13.3395,,8.91554,10.0618,53.6694,,,,,,
0.66,-61718.5,-0.000000000000111207,-63344,1.40304E-032,-4.0714E-019,9.99673E-033,-54.6077,1.04691E-015,13.1373,,,,88.4400111841354,54.6077,13.1373,,8.69115,9.84314,53.5841,,,,,,
0.661,-62084,-0.000000000000111149,-63173.9,-1.94443E-033,-1.85471E-018,-7.94699E-034,-54.5133,1.04666E-015,12.9346,,,,88.5740633436787,54.5133,12.9346,,8.46627,9.62395,53.5,,,,,,
0.662,-62449.5,-0.000000000000111089,-63001.4,-7.30444E-033,-1.85471E-018,-6.29436E-033,-54.42,1.04641E-015,12.7314,,,,88.7080405161223,54.42,12.7314,,8.24092,9.40427,53.4168,,,,,,
0.663,-62815,-0.000000000000111025,-62826.6,-6.69263E-033,-1.85471E-018,-3.55853E-033,-54.3275,1.04616E-015,12.5278,,,,88.8420277377773,54.3275,12.5278,,8.0151,9.18413,53.3348,,,,,,
0.664,-63180.5,-0.000000000000110958,-62649.4,1.44259E-032,-4.0714E-019,9.41234E-033,-54.236,1.04591E-015,12.3236,,,,88.9759681071805,54.236,12.3236,,7.78883,8.96352,53.2539,,,,,,
0.665,-63546,-0.000000000000110887,-62470,-1.24551E-032,-1.85471E-018,-9.22426E-033,-54.1455,1.04566E-015,12.119,,,,89.1100163617985,54.1455,12.119,,7.5621,8.74245,53.174,,,,,,
0.666,-63911.4,-0.000000000000110814,-62288.3,8.71163E-033,-4.0714E-019,8.8754E-033,-54.0559,1.0454E-015,11.914,,,,89.2440438732468,54.0559,11.914,,7.33493,8.52093,53.0952,,,,,,
0.667,-64276.7,-0.000000000000110737,-62104.2,1.27954E-032,-4.0714E-019,1.0889E-032,-53.9673,1.04515E-015,11.7084,,,,89.377994050717,53.9673,11.7084,,7.10733,8.29896,53.0175,,,,,,
0.668,-64642,-0.000000000000110656,-61917.8,-1.39146E-032,-1.85471E-018,-1.28024E-032,-53.8796,1.04489E-015,11.5024,,,,89.5120222140021,53.8796,11.5024,,6.8793,8.07655,52.9409,,,,,,
0.669,-65007.2,-0.000000000000110573,-61729,-1.37768E-032,-1.85471E-018,-1.03199E-032,-53.7929,1.04464E-015,11.296,,,,89.646000986324,53.7929,11.296,,6.65084,7.85372,52.8655,,,,,,
0.67,-65372.2,-0.000000000000110486,-61538,-1.36999E-032,-1.85471E-018,-7.88368E-033,-53.7072,1.04438E-015,11.0891,,,,89.7800087816881,53.7072,11.0891,,6.42197,7.63046,52.7911,,,,,,
0.671,-65737.1,-0.000000000000110395,-61344.6,7.1092E-033,-4.0714E-019,9.99056E-033,-53.6225,1.04412E-015,10.8818,,,,89.9139937138263,53.6225,10.8818,,6.1927,7.40678,52.7178,,,,,,
0.672,-66101.9,-0.000000000000110302,-61148.8,-9.10797E-033,-1.85471E-018,-8.42944E-033,-53.5387,1.04387E-015,10.674,,,,90.0479701328686,53.5387,10.674,,5.96302,7.18269,52.6456,,,,,,
0.673,-66466.5,-0.000000000000110205,-60950.8,-9.23318E-033,-1.85471E-018,-1.12916E-032,-53.4559,1.04361E-015,10.4658,,,,90.1820139655907,53.4559,10.4658,,5.73296,6.9582,52.5746,,,,,,
0.674,-66830.9,-0.000000000000110104,-60750.4,-9.21919E-033,-1.85471E-018,-8.99957E-033,-53.3741,1.04335E-015,10.2572,,,,90.3160024301895,53.3741,10.2572,,5.50251,6.73331,52.5047,,,,,,
0.675,-67195.1,-0.000000000000110001,-60547.7,-9.26335E-033,-1.85471E-018,-6.75178E-033,-53.2933,1.04309E-015,10.0482,,,,90.450016248202,53.2933,10.0482,,5.27168,6.50804,52.4359,,,,,,
0.676,-67559.1,-0.000000000000109894,-60342.6,-9.58463E-033,-1.85471E-018,-4.60245E-033,-53.2135,1.04282E-015,9.83873,,,,90.5840017197849,53.2135,9.83873,,5.04049,6.28238,52.3682,,,,,,
0.677,-67922.9,-0.000000000000109784,-60135.2,-5.1828E-033,-1.85471E-018,-5.27755E-033,-53.1347,1.04256E-015,9.62888,,,,90.7180391292162,53.1347,9.62888,,4.80894,6.05635,52.3017,,,,,,
0.678,-68286.4,-0.00000000000010967,-59925.5,-5.62947E-033,-1.85471E-018,-3.23238E-033,-53.0569,1.0423E-015,9.41864,,,,90.8520664333509,53.0569,9.41864,,4.57703,5.82995,52.2362,,,,,,
0.679,-68649.6,-0.000000000000109553,-59713.4,-6.13194E-033,-1.85471E-018,-6.37076E-033,-52.98,1.04203E-015,9.20801,,,,90.9860303547748,52.98,9.20801,,4.34478,5.6032,52.172,,,,,,
0.68,-69012.5,-0.000000000000109433,-59499,3.57342E-033,-1.85471E-018,7.36516E-034,-52.9042,1.04177E-015,8.99699,,,,91.1200096425039,52.9042,8.99699,,4.1122,5.37609,52.1088,,,,,,
0.681,-69375.2,-0.000000000000109309,-59282.2,-2.35629E-033,-1.85471E-018,-7.30517E-035,-52.8294,1.0415E-015,8.78559,,,,91.2540279214019,52.8294,8.78559,,3.87928,5.14864,52.0468,,,,,,
0.682,-69737.5,-0.000000000000109182,-59063.1,1.21001E-032,-4.0714E-019,9.37279E-033,-52.7556,1.04123E-015,8.57382,,,,91.3880117294386,52.7556,8.57382,,3.64605,4.92085,51.986,,,,,,
0.683,-70099.5,-0.000000000000109052,-58841.7,-3.58824E-033,-1.85471E-018,1.47777E-033,-52.6828,1.04097E-015,8.36168,,,,91.5220495789949,52.6828,8.36168,,3.4125,4.69273,51.9263,,,,,,
0.684,-70461.1,-0.000000000000108918,-58617.9,1.30467E-033,-4.0714E-019,-1.18327E-033,-52.611,1.0407E-015,8.14918,,,,91.6560135158627,52.611,8.14918,,3.17865,4.46429,51.8677,,,,,,
0.685,-70822.3,-0.000000000000108781,-58391.8,6.22996E-033,-4.0714E-019,1.15843E-032,-52.5403,1.04043E-015,7.93632,,,,91.7899803057502,52.5403,7.93632,,2.9445,4.23553,51.8103,,,,,,
0.686,-71183.2,-0.00000000000010864,-58163.4,6.01247E-033,-4.0714E-019,1.14846E-032,-52.4705,1.04016E-015,7.72312,,,,91.924039629468,52.4705,7.72312,,2.71006,4.00647,51.7541,,,,,,
0.687,-71543.6,-0.000000000000108497,-57932.6,9.57956E-034,-4.0714E-019,-1.40454E-033,-52.4018,1.03989E-015,7.50957,,,,92.0579863114548,52.4018,7.50957,,2.47534,3.77711,51.699,,,,,,
0.688,-71903.7,-0.00000000000010835,-57699.5,5.21113E-034,-4.0714E-019,-1.51636E-033,-52.3341,1.03961E-015,7.29569,,,,92.1920515768035,52.3341,7.29569,,2.24035,3.54746,51.645,,,,,,
0.689,-72263.2,-0.000000000000108199,-57464,-4.66988E-033,-4.0714E-019,1.05302E-033,-52.2675,1.03934E-015,7.08148,,,,92.3259517700197,52.2675,7.08148,,2.0051,3.31752,51.5923,,,,,,
0.69,-72622.4,-0.000000000000108045,-57226.3,4.77364E-034,-1.85471E-018,-1.47708E-033,-52.2018,1.03907E-015,6.86695,,,,92.4600583681949,52.2018,6.86695,,1.76959,3.08731,51.5407,,,,,,
0.691,-72981,-0.000000000000107888,-56986.1,-4.46927E-033,-1.85471E-018,1.16723E-033,-52.1372,1.03879E-015,6.6521,,,,92.5939628388914,52.1372,6.6521,,1.53384,2.85683,51.4902,,,,,,
0.692,-73339.2,-0.000000000000107728,-56743.7,9.83504E-033,-4.0714E-019,1.04383E-032,-52.0737,1.03852E-015,6.43694,,,,92.7280202869122,52.0737,6.43694,,1.29784,2.6261,51.4409,,,,,,
0.693,-73696.8,-0.000000000000107564,-56498.9,-5.26523E-033,-1.85471E-018,-1.26345E-032,-52.0111,1.03824E-015,6.22148,,,,92.8619622420827,52.0111,6.22148,,1.06162,2.3951,51.3928,,,,,,
0.694,-74053.9,-0.000000000000107397,-56251.8,1.40936E-032,-4.0714E-019,9.39583E-033,-51.9497,1.03797E-015,6.00572,,,,92.9959413547172,51.9497,6.00572,,0.825174,2.16387,51.3459,,,,,,
0.695,-74410.5,-0.000000000000107226,-56002.4,9.18972E-033,-4.0714E-019,1.20221E-032,-51.8892,1.03769E-015,5.78967,,,,93.1299700204504,51.8892,5.78967,,0.588514,1.9324,51.3002,,,,,,
0.696,-74766.5,-0.000000000000107052,-55750.7,4.4966E-033,-1.85471E-018,-7.06675E-034,-51.8298,1.03741E-015,5.57333,,,,93.2639805752467,51.8298,5.57333,,0.351649,1.7007,51.2556,,,,,,
0.697,-75122,-0.000000000000106875,-55496.6,8.80678E-033,-4.0714E-019,8.52037E-033,-51.7715,1.03713E-015,5.35672,,,,93.3980058435939,51.7715,5.35672,,0.114588,1.46878,51.2122,,,,,,
0.698,-75476.8,-0.000000000000106694,-55240.2,2.6463E-033,-1.85471E-018,2.22872E-033,-51.7141,1.03686E-015,5.13984,,,,93.5319572888326,51.7141,5.13984,,-0.122662,1.23664,51.17,,,,,,
0.699,-75831.1,-0.000000000000106511,-54981.5,-1.38419E-032,-1.85471E-018,-4.05346E-033,-51.6579,1.03658E-015,4.9227,,,,93.6660080790251,51.6579,4.9227,,-0.360091,1.0043,51.129,,,,,,
0.7,-76184.7,-0.000000000000106323,-54720.5,-5.45974E-033,-1.85471E-018,-2.8785E-033,-51.6027,1.0363E-015,4.70529,,,,93.8000087118333,51.6027,4.70529,,-0.597692,0.771768,51.0891,,,,,,
0.701,-76537.6,-0.000000000000106133,-54457.2,8.69786E-033,-4.0714E-019,1.13794E-032,-51.5485,1.03602E-015,4.48764,,,,93.9339706687629,51.5485,4.48764,,-0.835455,0.539045,51.0504,,,,,,
0.702,-76889.9,-0.000000000000105939,-54191.6,1.43409E-032,-4.0714E-019,9.01052E-033,-51.4954,1.03573E-015,4.26974,,,,94.0679872888221,51.4954,4.26974,,-1.07337,0.30614,51.013,,,,,,
0.703,-77241.5,-0.000000000000105742,-53923.7,-1.06896E-032,-1.85471E-018,-3.62158E-033,-51.4434,1.03545E-015,4.05161,,,,94.2019890657305,51.4434,4.05161,,-1.31144,0.0730632,50.9767,,,,,,
0.704,-77592.5,-0.000000000000105541,-53653.4,-1.25202E-032,-1.85471E-018,-7.66655E-033,-51.3924,1.03517E-015,3.83324,,,,94.3360132070992,51.3924,3.83324,,-1.54963,-0.160178,50.9416,,,,,,
0.705,-77942.7,-0.000000000000105337,-53380.9,-1.44636E-032,-1.85471E-018,-6.61528E-033,-51.3425,1.03489E-015,3.61466,,,,94.4700215311715,51.3425,3.61466,,-1.78796,-0.393576,50.9077,,,,,,
0.706,-78292.2,-0.00000000000010513,-53106.1,-6.16134E-033,-1.85471E-018,-5.58832E-033,-51.2936,1.0346E-015,3.39585,,,,94.6040508543371,51.2936,3.39585,,-2.02641,-0.627122,50.8749,,,,,,
0.707,-78640.9,-0.00000000000010492,-52829,-8.13577E-033,-1.85471E-018,-4.60948E-033,-51.2458,1.03432E-015,3.17683,,,,94.7380303458437,51.2458,3.17683,,-2.26497,-0.860808,50.8434,,,,,,
0.708,-78988.9,-0.000000000000104706,-52549.6,-8.20443E-033,-1.85471E-018,-4.59488E-033,-51.1991,1.03403E-015,2.95762,,,,94.8720548073562,51.1991,2.95762,,-2.50363,-1.09463,50.8131,,,,,,
0.709,-79336,-0.000000000000104489,-52267.9,-1.03085E-032,-1.85471E-018,-3.693E-033,-51.1534,1.03375E-015,2.7382,,,,95.0059696356498,51.1534,2.7382,,-2.74238,-1.32857,50.7839,,,,,,
0.71,-79682.4,-0.000000000000104268,-51983.9,8.12093E-033,-4.0714E-019,1.26152E-032,-51.1088,1.03346E-015,2.51859,,,,95.1399533790615,51.1088,2.51859,,-2.98122,-1.56263,50.756,,,,,,
0.711,-80028,-0.000000000000104044,-51697.7,-5.94709E-033,-1.85471E-018,-1.00518E-032,-51.0653,1.03317E-015,2.29881,,,,95.27398894394,51.0653,2.29881,,-3.22014,-1.79679,50.7293,,,,,,
0.712,-80372.8,-0.000000000000103817,-51409.2,-8.19894E-033,-1.85471E-018,-4.11097E-033,-51.0228,1.03289E-015,2.07884,,,,95.408033333048,51.0228,2.07884,,-3.45912,-2.03106,50.7037,,,,,,
0.713,-80716.7,-0.000000000000103587,-51118.4,9.90234E-033,-4.0714E-019,1.20437E-032,-50.9814,1.0326E-015,1.85871,,,,95.5420142002983,50.9814,1.85871,,-3.69816,-2.26541,50.6793,,,,,,
0.714,-81059.7,-0.000000000000103354,-50825.4,9.95653E-033,-4.0714E-019,1.1999E-032,-50.9411,1.03231E-015,1.63841,,,,95.6759962020255,50.9411,1.63841,,-3.93725,-2.49985,50.6562,,,,,,
0.715,-81401.9,-0.000000000000103117,-50530.1,-1.48595E-032,-1.85471E-018,-1.0754E-032,-50.9019,1.03202E-015,1.41796,,,,95.8100220729544,50.9019,1.41796,,-4.17639,-2.73436,50.6342,,,,,,
0.716,-81743.1,-0.000000000000102877,-50232.6,-6.77933E-033,-1.85471E-018,-9.98481E-033,-50.8637,1.03173E-015,1.19736,,,,95.9439862647472,50.8637,1.19736,,-4.41555,-2.96894,50.6135,,,,,,
0.717,-82083.5,-0.000000000000102633,-49932.8,-1.1071E-032,-1.85471E-018,-1.20655E-032,-50.8266,1.03144E-015,0.976622,,,,96.0780177152402,50.8266,0.976622,,-4.65474,-3.20358,50.5939,,,,,,
0.718,-82422.9,-0.000000000000102386,-49630.8,5.22441E-033,-4.0714E-019,1.15996E-032,-50.7906,1.03115E-015,0.755746,,,,96.2120094013736,50.7906,0.755746,,-4.89395,-3.43826,50.5755,,,,,,
0.719,-82761.4,-0.000000000000102137,-49326.5,1.13657E-032,-4.0714E-019,9.48874E-033,-50.7556,1.03086E-015,0.534742,,,,96.3460063116785,50.7556,0.534742,,-5.13316,-3.67299,50.5584,,,,,,
0.72,-83098.9,-0.000000000000101883,-49020.1,9.10688E-033,-4.0714E-019,1.00245E-032,-50.7217,1.03057E-015,0.313618,,,,96.4800362003456,50.7217,0.313618,,-5.37237,-3.90775,50.5424,,,,,,
0.721,-83435.4,-0.000000000000101627,-48711.3,-5.2823E-033,-1.85471E-018,-1.00804E-032,-50.6889,1.03028E-015,0.0923796,,,,96.6139571741578,50.6889,0.0923796,,-5.61156,-4.14254,50.5276,,,,,,
0.722,-83771,-0.000000000000101367,-48400.4,-7.69748E-033,-1.85471E-018,-6.9531E-033,-50.6572,1.02999E-015,-0.128966,,,,96.7480189004406,50.6572,-0.128966,,-5.85074,-4.37735,50.5141,,,,,,
0.723,-84105.5,-0.000000000000101104,-48087.3,-2.47156E-034,-1.85471E-018,1.20063E-033,-50.6265,1.0297E-015,-0.350411,,,,96.8820083995992,50.6265,-0.350411,,-6.08989,-4.61216,50.5017,,,,,,
0.724,-84439,-0.000000000000100838,-47771.9,-6.5577E-033,-1.85471E-018,-2.87248E-033,-50.597,1.0294E-015,-0.571949,,,,97.0159736878933,50.597,-0.571949,,-6.329,-4.84697,50.4905,,,,,,
0.725,-84771.5,-0.000000000000100569,-47454.4,1.04881E-033,-1.85471E-018,1.4162E-033,-50.5685,1.02911E-015,-0.793574,,,,97.1500246608821,50.5685,-0.793574,,-6.56807,-5.08178,50.4805,,,,,,
0.726,-85102.9,-0.000000000000100296,-47134.7,-1.84052E-033,-1.85471E-018,4.51964E-034,-50.5411,1.02882E-015,-1.01528,,,,97.2840353423931,50.5411,-1.01528,,-6.80708,-5.31656,50.4717,,,,,,
0.727,-85433.2,-0.000000000000100021,-46812.7,-1.84713E-032,-1.85471E-018,-1.00904E-032,-50.5147,1.02852E-015,-1.23705,,,,97.4179682785984,50.5147,-1.23705,,-7.04602,-5.55133,50.4642,,,,,,
0.728,-85762.5,-0.0000000000000997416,-46488.6,1.98702E-032,-4.0714E-019,1.03771E-032,-50.4895,1.02823E-015,-1.45889,,,,97.5520186167872,50.4895,-1.45889,,-7.2849,-5.78606,50.4578,,,,,,
0.729,-86090.6,-0.0000000000000994595,-46162.3,-7.02156E-033,-1.85471E-018,-6.08104E-033,-50.4653,1.02793E-015,-1.68079,,,,97.6859731468648,50.4653,-1.68079,,-7.52369,-6.02075,50.4526,,,,,,
0.73,-86417.6,-0.0000000000000991742,-45833.9,4.25404E-034,-4.0714E-019,-1.91601E-033,-50.4422,1.02764E-015,-1.90274,,,,97.8199774022158,50.4422,-1.90274,,-7.76239,-6.25539,50.4486,,,,,,
0.731,-86743.5,-0.0000000000000988856,-45503.3,-2.38234E-033,-4.0714E-019,-3.56515E-034,-50.4201,1.02734E-015,-2.12474,,,,97.95399482992,50.4201,-2.12474,,-8.00099,-6.48997,50.4458,,,,,,
0.732,-87068.2,-0.000000000000098594,-45170.5,-2.42237E-033,-4.0714E-019,2.20192E-033,-50.3992,1.02705E-015,-2.34677,,,,98.0879478911145,50.3992,-2.34677,,-8.23949,-6.72449,50.4442,,,,,,
0.733,-87391.8,-0.0000000000000982991,-44835.6,-2.45028E-033,-4.0714E-019,2.18909E-033,-50.3793,1.02675E-015,-2.56883,,,,98.2219819317448,50.3793,-2.56883,,-8.47787,-6.95894,50.4437,,,,,,
0.734,-87714.2,-0.0000000000000980011,-44498.6,-2.4403E-033,-4.0714E-019,-3.71208E-034,-50.3605,1.02646E-015,-2.79092,,,,98.3560180344853,50.3605,-2.79092,,-8.71612,-7.1933,50.4445,,,,,,
0.735,-88035.4,-0.0000000000000977,-44159.4,-2.44197E-033,-1.85471E-018,-3.60057E-034,-50.3428,1.02616E-015,-3.01302,,,,98.4900211266096,50.3428,-3.01302,,-8.95425,-7.42757,50.4465,,,,,,
0.736,-88355.3,-0.0000000000000973957,-43818.1,1.2142E-033,-1.85471E-018,-2.08746E-033,-50.3262,1.02586E-015,-3.23513,,,,98.6239571589987,50.3262,-3.23513,,-9.19223,-7.66174,50.4496,,,,,,
0.737,-88674.1,-0.0000000000000970883,-43474.7,4.85415E-033,-1.85471E-018,1.29644E-033,-50.3106,1.02556E-015,-3.45725,,,,98.7580151223181,50.3106,-3.45725,,-9.43005,-7.89581,50.454,,,,,,
0.738,-88991.6,-0.0000000000000967778,-43129.2,4.86E-033,-4.0714E-019,1.27432E-033,-50.2961,1.02527E-015,-3.67936,,,,98.8920257816575,50.2961,-3.67936,,-9.66772,-8.12976,50.4595,,,,,,
0.739,-89307.8,-0.0000000000000964642,-42781.6,4.86575E-033,-4.0714E-019,1.25219E-033,-50.2827,1.02497E-015,-3.90146,,,,99.0259988053642,50.2827,-3.90146,,-9.90522,-8.36358,50.4662,,,,,,
