Time,Qx,Qy,Qz,Mx,My,Mz,Wx,Wy,Wz,,,,Load Mag,Wx,Wz,,Wz_1280Cvs,Wz_20CVs,Wx_20CVs,,Reference,results,from,Simo,Paper
0.497,-12424.3,-0.0000000000000850235,-65428.8,-8.38418E-034,-4.0714E-019,-1.66191E-033,-78.6898,1.06948E-015,37.2453,,,,66.5979812001085,78.6898,37.2453,,35.803,36.1769,77.3981,,,,,,
0.498,-12621.4,-0.0000000000000853292,-65527.5,-5.29517E-034,-4.0714E-019,-1.84526E-033,-78.5153,1.06946E-015,37.1549,,,,66.7319488267052,78.5153,37.1549,,35.7007,36.0777,77.2196,,,,,,
0.499,-12820.1,-0.000000000000085634,-65625.5,3.18347E-034,-4.0714E-019,4.91716E-034,-78.3408,1.06944E-015,37.0638,,,,66.8659944535337,78.3408,37.0638,,35.5977,35.9778,77.0412,,,,,,
0.5,-13020.4,-0.0000000000000859381,-65722.7,-8.98158E-034,-4.0714E-019,-1.79972E-033,-78.1663,1.06942E-015,36.9721,,,,67.0000306824557,78.1663,36.9721,,35.494,35.8772,76.8629,,,,,,
0.501,-13222.3,-0.0000000000000862413,-65819,-6.79691E-034,-4.0714E-019,-8.33886E-034,-77.9918,1.0694E-015,36.8798,,,,67.1339703748408,77.9918,36.8798,,35.3895,35.7759,76.6847,,,,,,
0.502,-13425.8,-0.0000000000000865436,-65914.6,-8.80143E-034,-4.0714E-019,-1.87202E-033,-77.8174,1.06937E-015,36.7869,,,,67.2680206249597,77.8174,36.7869,,35.2843,35.674,76.5065,,,,,,
0.503,-13630.9,-0.0000000000000868451,-66009.3,1.46433E-033,-4.52482E-020,9.36757E-034,-77.643,1.06935E-015,36.6933,,,,67.4019964192456,77.643,36.6933,,35.1784,35.5713,76.3283,,,,,,
0.504,-13837.5,-0.0000000000000871456,-66103.2,1.2214E-033,-4.52482E-020,1.15701E-033,-77.4687,1.06932E-015,36.5991,,,,67.535986381262,77.4687,36.5991,,35.0718,35.4679,76.1503,,,,,,
0.505,-14045.8,-0.0000000000000874452,-66196.3,2.47188E-034,-4.0714E-019,5.87261E-034,-77.2944,1.06929E-015,36.5042,,,,67.6700423476297,77.2944,36.5042,,34.9644,35.3638,75.9723,,,,,,
0.506,-14255.6,-0.0000000000000877439,-66288.5,-1.86091E-033,-4.0714E-019,-1.22746E-033,-77.1201,1.06926E-015,36.4087,,,,67.8040364846371,77.1201,36.4087,,34.8563,35.2589,75.7945,,,,,,
0.507,-14467,-0.0000000000000880416,-66379.8,-6.73332E-034,-4.0714E-019,-1.0167E-033,-76.9459,1.06923E-015,36.3126,,,,67.938000684742,76.9459,36.3126,,34.7475,35.1534,75.6167,,,,,,
0.508,-14680,-0.0000000000000883384,-66470.3,-1.3788E-033,-4.0714E-019,-1.69685E-033,-76.7718,1.06919E-015,36.2158,,,,68.0720440569401,76.7718,36.2158,,34.6379,35.0471,75.439,,,,,,
0.509,-14894.5,-0.0000000000000886341,-66559.8,6.07513E-034,-4.52482E-020,1.61349E-034,-76.5977,1.06916E-015,36.1183,,,,68.2059609293059,76.5977,36.1183,,34.5276,34.9402,75.2615,,,,,,
0.51,-15110.7,-0.0000000000000889289,-66648.5,6.0796E-034,-4.52482E-020,1.59646E-034,-76.4237,1.06912E-015,36.0202,,,,68.3400015125841,76.4237,36.0202,,34.4165,34.8325,75.0841,,,,,,
0.511,-15328.4,-0.0000000000000892226,-66736.3,6.08407E-034,-4.52482E-020,1.57932E-034,-76.2498,1.06908E-015,35.9215,,,,68.4740358402366,76.2498,35.9215,,34.3046,34.724,74.9067,,,,,,
0.512,-15547.7,-0.0000000000000895152,-66823.1,6.08852E-034,-4.52482E-020,1.56209E-034,-76.076,1.06904E-015,35.822,,,,68.6080000357101,76.076,35.822,,34.192,34.6148,74.7296,,,,,,
0.513,-15768.5,-0.0000000000000898068,-66909,-6.76403E-034,-4.0714E-019,-1.13122E-033,-75.9023,1.069E-015,35.7219,,,,68.7419804286289,75.9023,35.7219,,34.0787,34.5049,74.5525,,,,,,
0.514,-15990.9,-0.0000000000000900973,-66994,5.98551E-034,-4.0714E-019,4.68905E-034,-75.7287,1.06896E-015,35.6211,,,,68.8760111999091,75.7287,35.6211,,33.9645,34.3943,74.3756,,,,,,
0.515,-16214.9,-0.0000000000000903866,-67078,9.99451E-035,-4.0714E-019,5.7158E-034,-75.5551,1.06892E-015,35.5197,,,,69.0100069990578,75.5551,35.5197,,33.8496,34.2829,74.1988,,,,,,
0.516,-16440.4,-0.0000000000000906749,-67161,-4.5994E-034,-4.0714E-019,-6.3031E-034,-75.3817,1.06887E-015,35.4175,,,,69.1439561578595,75.3817,35.4175,,33.734,34.1707,74.0222,,,,,,
0.517,-16667.5,-0.000000000000090962,-67243.1,1.8689E-033,-4.52482E-020,3.1358E-033,-75.2084,1.06882E-015,35.3147,,,,69.277991121712,75.2084,35.3147,,33.6175,34.0578,73.8458,,,,,,
0.518,-16896.2,-0.0000000000000912479,-67324.2,1.52168E-033,-4.52482E-020,3.03736E-033,-75.0352,1.06877E-015,35.2112,,,,69.4120269123442,75.0352,35.2112,,33.5003,33.9442,73.6695,,,,,,
0.519,-17126.3,-0.0000000000000915326,-67404.3,-1.68168E-033,-4.0714E-019,-3.3152E-033,-74.8622,1.06872E-015,35.107,,,,69.5460265592507,74.8622,35.107,,33.3823,33.8298,73.4934,,,,,,
0.52,-17358.1,-0.0000000000000918162,-67483.3,-1.75648E-033,-4.0714E-019,-3.33092E-033,-74.6893,1.06867E-015,35.0021,,,,69.6799785770633,74.6893,35.0021,,33.2635,33.7146,73.3174,,,,,,
0.521,-17591.4,-0.0000000000000920985,-67561.4,1.1164E-033,-4.52482E-020,3.08948E-033,-74.5165,1.06862E-015,34.8965,,,,69.8140395903288,74.5165,34.8965,,33.1439,33.5987,73.1417,,,,,,
0.522,-17826.2,-0.0000000000000923796,-67638.4,-9.62881E-034,-4.0714E-019,-1.9698E-033,-74.3438,1.06857E-015,34.7903,,,,69.9480275704755,74.3438,34.7903,,33.0236,33.482,72.9661,,,,,,
0.523,-18062.5,-0.0000000000000926594,-67714.3,-1.88724E-033,-4.0714E-019,-1.88034E-033,-74.1713,1.06851E-015,34.6833,,,,70.0819543872743,74.1713,34.6833,,32.9024,33.3645,72.7908,,,,,,
0.524,-18300.4,-0.0000000000000929379,-67789.2,-3.13421E-034,-4.0714E-019,-7.57603E-034,-73.999,1.06845E-015,34.5756,,,,70.2159545744413,73.999,34.5756,,32.7804,33.2462,72.6156,,,,,,
0.525,-18539.8,-0.0000000000000932151,-67863.1,4.73255E-034,-4.0714E-019,5.5083E-034,-73.8268,1.06839E-015,34.4672,,,,70.3500143969424,73.8268,34.4672,,32.6577,33.1272,72.4406,,,,,,
0.526,-18780.8,-0.000000000000093491,-67935.8,2.27125E-033,-4.52482E-020,1.81086E-033,-73.6548,1.06833E-015,34.3582,,,,70.4839795292519,73.6548,34.3582,,32.5341,33.0074,72.2659,,,,,,
0.527,-19023.2,-0.0000000000000937656,-68007.5,-6.16646E-034,-4.0714E-019,-5.33848E-034,-73.483,1.06827E-015,34.2484,,,,70.6180019151632,73.483,34.2484,,32.4098,32.8869,72.0914,,,,,,
0.528,-19267.2,-0.0000000000000940388,-68078,4.56746E-034,-4.0714E-019,-2.69794E-034,-73.3113,1.06821E-015,34.1379,,,,70.7519546008448,73.3113,34.1379,,32.2846,32.7655,71.9171,,,,,,
0.529,-19512.7,-0.0000000000000943107,-68147.5,-1.64018E-033,-4.0714E-019,-1.60822E-033,-73.1398,1.06814E-015,34.0266,,,,70.8860156698061,73.1398,34.0266,,32.1587,32.6434,71.7431,,,,,,
0.53,-19759.7,-0.0000000000000945811,-68215.8,2.66568E-033,-4.52482E-020,2.19136E-033,-72.9685,1.06808E-015,33.9147,,,,71.020005024852,72.9685,33.9147,,32.0319,32.5205,71.5693,,,,,,
0.531,-20008.2,-0.0000000000000948501,-68283,-7.24769E-034,-4.0714E-019,-2.5605E-033,-72.7974,1.06801E-015,33.802,,,,71.1540312016122,72.7974,33.802,,31.9043,32.3968,71.3957,,,,,,
0.532,-20258.2,-0.0000000000000951177,-68349,-1.9519E-033,-4.0714E-019,-1.75743E-033,-72.6265,1.06794E-015,33.6886,,,,71.2880106907185,72.6265,33.6886,,31.7759,32.2723,71.2224,,,,,,
0.533,-20509.7,-0.0000000000000953839,-68413.9,-2.22728E-033,-4.0714E-019,-3.58438E-033,-72.4559,1.06787E-015,33.5745,,,,71.4220519678621,72.4559,33.5745,,31.6467,32.147,71.0494,,,,,,
0.534,-20762.7,-0.0000000000000956485,-68477.5,2.40306E-033,-4.52482E-020,2.24306E-033,-72.2854,1.0678E-015,33.4597,,,,71.5559761133897,72.2854,33.4597,,31.5166,32.0209,70.8767,,,,,,
0.535,-21017.1,-0.0000000000000959117,-68540,-1.97882E-033,-4.0714E-019,-2.40591E-033,-72.1151,1.06772E-015,33.3442,,,,71.6899581002109,72.1151,33.3442,,31.3858,31.894,70.7042,,,,,,
0.536,-21273.1,-0.0000000000000961734,-68601.3,-2.5497E-033,-4.0714E-019,-1.77912E-033,-71.9451,1.06765E-015,33.2279,,,,71.8239733327251,71.9451,33.2279,,31.2541,31.7664,70.532,,,,,,
0.537,-21530.5,-0.0000000000000964335,-68661.4,-1.98861E-033,-4.0714E-019,-3.7666E-033,-71.7753,1.06757E-015,33.1108,,,,71.957975792889,71.7753,33.1108,,31.1216,31.6379,70.36,,,,,,
0.538,-21789.4,-0.0000000000000966921,-68720.3,-1.87966E-033,-4.0714E-019,-3.12711E-033,-71.6058,1.06749E-015,32.9931,,,,72.0920077709728,71.6058,32.9931,,30.9883,31.5086,70.1884,,,,,,
0.539,-22049.7,-0.0000000000000969491,-68777.9,-2.91788E-033,-4.0714E-019,-2.63424E-033,-71.4365,1.06741E-015,32.8746,,,,72.2259565426447,71.4365,32.8746,,30.8541,31.3785,70.0171,,,,,,
0.54,-22311.6,-0.0000000000000972046,-68834.3,-1.53673E-033,-4.0714E-019,-4.75367E-033,-71.2674,1.06733E-015,32.7554,,,,72.3599913698862,71.2674,32.7554,,30.7191,31.2476,69.8461,,,,,,
0.541,-22574.8,-0.0000000000000974584,-68889.5,-2.88668E-033,-4.0714E-019,-4.35021E-033,-71.0986,1.06724E-015,32.6354,,,,72.49403289437,71.0986,32.6354,,30.5833,31.1159,69.6754,,,,,,
0.542,-22839.5,-0.0000000000000977106,-68943.3,-2.06222E-033,-4.0714E-019,-4.01678E-033,-70.9301,1.06716E-015,32.5147,,,,72.62796551701,70.9301,32.5147,,30.4466,30.9834,69.505,,,,,,
0.543,-23105.7,-0.0000000000000979611,-68995.9,-3.71353E-033,-4.0714E-019,-6.27079E-033,-70.7618,1.06707E-015,32.3933,,,,72.7619927523979,70.7618,32.3933,,30.3092,30.8501,69.335,,,,,,
0.544,-23373.3,-0.00000000000009821,-69047.2,2.07213E-033,-4.52482E-020,4.8246E-033,-70.5938,1.06699E-015,32.2711,,,,72.8960011298974,70.5938,32.2711,,30.1708,30.716,69.1653,,,,,,
0.545,-23642.3,-0.0000000000000984572,-69097.2,-2.26195E-033,-4.0714E-019,-4.63796E-033,-70.4261,1.0669E-015,32.1481,,,,73.0300034036012,70.4261,32.1481,,30.0317,30.581,68.996,,,,,,
0.546,-23912.7,-0.0000000000000987028,-69145.9,-3.68328E-033,-4.0714E-019,-3.73953E-033,-70.2587,1.0668E-015,32.0244,,,,73.1640123838216,70.2587,32.0244,,29.8917,30.4453,68.8269,,,,,,
0.547,-24184.6,-0.0000000000000989466,-69193.2,-3.36123E-033,-4.0714E-019,-6.16191E-033,-70.0915,1.06671E-015,31.9,,,,73.2979795314987,70.0915,31.9,,29.7509,30.3087,68.6583,,,,,,
0.548,-24457.9,-0.0000000000000991886,-69239.2,-3.19516E-033,-4.0714E-019,-6.05699E-033,-69.9247,1.06662E-015,31.7748,,,,73.4319800158623,69.9247,31.7748,,29.6092,30.1713,68.49,,,,,,
0.549,-24732.6,-0.0000000000000994289,-69283.9,-6.04619E-034,-4.0714E-019,-8.52681E-034,-69.7582,1.06652E-015,31.6489,,,,73.5660268192459,69.7582,31.6489,,29.4667,30.0331,68.3221,,,,,,
0.55,-25008.6,-0.0000000000000996674,-69327.2,3.40454E-033,3.16643E-019,5.27926E-033,-69.5919,1.06643E-015,31.5222,,,,73.7000049782902,69.5919,31.5222,,29.3233,29.8941,68.1545,,,,,,
0.551,-25286.1,-0.0000000000000999041,-69369.1,-4.15879E-034,-4.0714E-019,1.10989E-033,-69.426,1.06633E-015,31.3948,,,,73.8339954764741,69.426,31.3948,,29.1791,29.7543,67.9874,,,,,,
0.552,-25564.9,-0.000000000000100139,-69409.6,8.72812E-034,-4.0714E-019,-4.86716E-034,-69.2605,1.06623E-015,31.2666,,,,73.9679436253976,69.2605,31.2666,,29.0341,29.6136,67.8206,,,,,,
0.553,-25845.2,-0.000000000000100372,-69448.8,-4.41074E-034,-4.0714E-019,4.45333E-034,-69.0952,1.06613E-015,31.1376,,,,74.1020255086189,69.0952,31.1376,,28.8882,29.4721,67.6543,,,,,,
0.554,-26126.8,-0.000000000000100603,-69486.5,-1.53289E-033,-4.0714E-019,-3.71639E-033,-68.9303,1.06602E-015,31.0079,,,,74.2359977402473,68.9303,31.0079,,28.7415,29.3298,67.4883,,,,,,
0.555,-26409.7,-0.000000000000100833,-69522.8,1.02592E-033,3.16643E-019,-1.13978E-033,-68.7657,1.06592E-015,30.8775,,,,74.3699668813292,68.7657,30.8775,,28.5939,29.1867,67.3228,,,,,,
0.556,-26694.1,-0.00000000000010106,-69557.7,1.02203E-033,3.16643E-019,-1.14327E-033,-68.6015,1.06581E-015,30.7462,,,,74.5040173688641,68.6015,30.7462,,28.4455,29.0428,67.1576,,,,,,
0.557,-26979.7,-0.000000000000101286,-69591.1,1.01813E-033,-4.0714E-019,-1.14675E-033,-68.4376,1.0657E-015,30.6143,,,,74.6379622665303,68.4376,30.6143,,28.2962,28.898,66.9929,,,,,,
0.558,-27266.8,-0.000000000000101509,-69623.1,-3.89281E-034,3.16643E-019,-2.4551E-034,-68.2741,1.06559E-015,30.4815,,,,74.7720163955072,68.2741,30.4815,,28.1461,28.7524,66.8286,,,,,,
0.559,-27555.1,-0.000000000000101731,-69653.6,-2.96046E-033,-4.0714E-019,-2.8197E-033,-68.111,1.06548E-015,30.348,,,,74.9059912755315,68.111,30.348,,27.9952,28.606,66.6648,,,,,,
0.56,-27844.8,-0.000000000000101951,-69682.6,4.0575E-034,-4.0714E-019,1.89279E-033,-67.9482,1.06537E-015,30.2138,,,,75.0399735461041,67.9482,30.2138,,27.8433,28.4587,66.5014,,,,,,
0.561,-28135.8,-0.000000000000102168,-69710.2,-1.26011E-033,3.16643E-019,1.43889E-033,-67.7859,1.06526E-015,30.0788,,,,75.1740329214816,67.7859,30.0788,,27.6907,28.3107,66.3385,,,,,,
0.562,-28428.1,-0.000000000000102384,-69736.2,-1.25511E-033,3.16643E-019,1.44325E-033,-67.6239,1.06514E-015,29.943,,,,75.307997318014,67.6239,29.943,,27.5372,28.1618,66.176,,,,,,
0.563,-28721.7,-0.000000000000102598,-69760.7,-1.25007E-033,-4.0714E-019,1.44761E-033,-67.4623,1.06502E-015,29.8065,,,,75.4419731673291,67.4623,29.8065,,27.3829,28.0121,66.014,,,,,,
0.564,-29016.6,-0.00000000000010281,-69783.7,-1.9106E-034,3.16643E-019,-2.83447E-034,-67.301,1.06491E-015,29.6692,,,,75.5759741005698,67.301,29.6692,,27.2277,27.8615,65.8525,,,,,,
0.565,-29312.8,-0.000000000000103019,-69805.2,-4.29683E-034,-4.0714E-019,-3.18254E-034,-67.1402,1.06478E-015,29.5311,,,,75.7100138084785,67.1402,29.5311,,27.0716,27.7102,65.6914,,,,,,
0.566,-29610.3,-0.000000000000103227,-69825.1,5.85829E-034,-4.0714E-019,-2.07508E-033,-66.9799,1.06466E-015,29.3923,,,,75.8440139767141,66.9799,29.3923,,26.9147,27.558,65.5309,,,,,,
0.567,-29909,-0.000000000000103432,-69843.5,-9.94788E-034,-4.0714E-019,1.29585E-033,-66.8199,1.06454E-015,29.2527,,,,75.9780413886144,66.8199,29.2527,,26.757,27.405,65.3708,,,,,,
0.568,-30209,-0.000000000000103636,-69860.2,-1.05489E-035,-4.0714E-019,-4.81914E-034,-66.6603,1.06442E-015,29.1124,,,,76.1119650583271,66.6603,29.1124,,26.5984,27.2511,65.2112,,,,,,
0.569,-30510.3,-0.000000000000103837,-69875.4,9.49038E-034,3.16643E-019,-2.2746E-033,-66.5012,1.06429E-015,28.9713,,,,76.2459830499286,66.5012,28.9713,,26.439,27.0965,65.0522,,,,,,
0.57,-30812.8,-0.000000000000104036,-69889,6.98887E-034,-4.0714E-019,-2.31531E-033,-66.3425,1.06416E-015,28.8294,,,,76.3799775126964,66.3425,28.8294,,26.2788,26.941,64.8937,,,,,,
0.571,-31116.5,-0.000000000000104233,-69901,-9.55939E-034,3.16643E-019,1.00935E-033,-66.1843,1.06403E-015,28.6868,,,,76.5139619497644,66.1843,28.6868,,26.1176,26.7847,64.7356,,,,,,
0.572,-31421.4,-0.000000000000104427,-69911.4,-9.52315E-034,3.16643E-019,1.01276E-033,-66.0265,1.0639E-015,28.5434,,,,76.6479499264005,66.0265,28.5434,,25.9557,26.6275,64.5782,,,,,,
0.573,-31727.6,-0.00000000000010462,-69920.2,-9.48671E-034,3.16643E-019,1.01617E-033,-65.8692,1.06377E-015,28.3992,,,,76.7819963910812,65.8692,28.3992,,25.7929,26.4696,64.4212,,,,,,
0.574,-32035,-0.00000000000010481,-69927.3,-3.5164E-033,-4.0714E-019,-4.12321E-033,-65.7123,1.06364E-015,28.2543,,,,76.9159834513607,65.7123,28.2543,,25.6293,26.3108,64.2648,,,,,,
0.575,-32343.6,-0.000000000000104998,-69932.8,-1.92929E-033,-4.0714E-019,-5.1222E-033,-65.5559,1.0635E-015,28.1086,,,,77.0500160726784,65.5559,28.1086,,25.4648,26.1512,64.109,,,,,,
0.576,-32653.4,-0.000000000000105184,-69936.6,-4.74009E-034,3.16643E-019,-1.02289E-033,-65.4,1.06336E-015,27.9622,,,,77.1840174590569,65.4,27.9622,,25.2995,25.9908,63.9537,,,,,,
0.577,-32964.3,-0.000000000000105368,-69938.7,-4.7772E-034,3.16643E-019,-1.02116E-033,-65.2445,1.06322E-015,27.815,,,,77.3179593120512,65.2445,27.815,,25.1333,25.8296,63.7989,,,,,,
0.578,-33276.4,-0.000000000000105549,-69939.2,-4.81435E-034,3.16643E-019,-1.01942E-033,-65.0896,1.06309E-015,27.667,,,,77.4519883127606,65.0896,27.667,,24.9663,25.6675,63.6448,,,,,,
0.579,-33589.7,-0.000000000000105728,-69938,-3.05655E-033,-4.0714E-019,-6.16044E-033,-64.9351,1.06294E-015,27.5183,,,,77.5860283175392,64.9351,27.5183,,24.7985,25.5046,63.4912,,,,,,
0.58,-33904.2,-0.000000000000105905,-69935,-7.25363E-033,-4.0714E-019,-7.32385E-033,-64.7811,1.0628E-015,27.3689,,,,77.7200038769942,64.7811,27.3689,,24.6298,25.341,63.3382,,,,,,
0.581,-34219.7,-0.000000000000106079,-69930.4,-1.52883E-033,-4.0714E-019,1.71712E-033,-64.6277,1.06266E-015,27.2186,,,,77.8540218116572,64.6277,27.2186,,24.4603,25.1765,63.1858,,,,,,
0.582,-34536.4,-0.000000000000106251,-69924,1.56153E-033,-4.0714E-019,-2.35628E-034,-64.4747,1.06251E-015,27.0676,,,,77.9880035708057,64.4747,27.0676,,24.29,25.0112,63.034,,,,,,
0.583,-34854.3,-0.00000000000010642,-69915.9,-2.97405E-034,-4.0714E-019,-2.19434E-033,-64.3223,1.06236E-015,26.9159,,,,78.1220538727701,64.3223,26.9159,,24.1189,24.845,62.8828,,,,,,
0.584,-35173.2,-0.000000000000106588,-69906,-1.94575E-033,-4.0714E-019,1.04392E-033,-64.1704,1.06221E-015,26.7634,,,,78.2560082948268,64.1704,26.7634,,23.9469,24.6781,62.7323,,,,,,
0.585,-35493.2,-0.000000000000106752,-69894.4,1.54374E-033,-4.0714E-019,-8.65915E-034,-64.019,1.06206E-015,26.6102,,,,78.3900146549291,64.019,26.6102,,23.7741,24.5104,62.5823,,,,,,
0.586,-35814.3,-0.000000000000106915,-69881,6.67958E-033,3.16643E-019,2.81232E-033,-63.8681,1.06191E-015,26.4562,,,,78.5239978954841,63.8681,26.4562,,23.6004,24.3418,62.433,,,,,,
0.587,-36136.5,-0.000000000000107075,-69865.8,-5.52131E-033,-4.0714E-019,-4.35402E-033,-63.7178,1.06176E-015,26.3014,,,,78.6579725259303,63.7178,26.3014,,23.426,24.1725,62.2843,,,,,,
0.588,-36459.8,-0.000000000000107232,-69848.9,-5.52525E-033,-4.0714E-019,-5.82192E-033,-63.5681,1.0616E-015,26.1459,,,,78.792041776121,63.5681,26.1459,,23.2507,24.0024,62.1362,,,,,,
0.589,-36784.1,-0.000000000000107387,-69830.1,-5.67488E-033,-4.0714E-019,-7.31182E-033,-63.4189,1.06145E-015,25.9897,,,,78.925996216836,63.4189,25.9897,,23.0746,23.8314,61.9888,,,,,,
0.59,-37109.5,-0.00000000000010754,-69809.5,-5.94845E-033,-4.0714E-019,-3.69484E-033,-63.2702,1.06129E-015,25.8327,,,,79.0599853307601,63.2702,25.8327,,22.8977,23.6597,61.8421,,,,,,
0.591,-37435.9,-0.00000000000010769,-69787.1,-6.56084E-033,-4.0714E-019,-5.31469E-033,-63.1222,1.06113E-015,25.675,,,,79.1939766347164,63.1222,25.675,,22.7199,23.4871,61.696,,,,,,
0.592,-37763.3,-0.000000000000107837,-69762.9,-1.91855E-033,-4.0714E-019,-1.76686E-033,-62.9747,1.06097E-015,25.5165,,,,79.3279839861067,62.9747,25.5165,,22.5414,23.3138,61.5506,,,,,,
0.593,-38091.7,-0.000000000000107982,-69736.9,1.7776E-033,-4.0714E-019,-2.45924E-033,-62.8278,1.06081E-015,25.3573,,,,79.4620213089247,62.8278,25.3573,,22.362,23.1396,61.4058,,,,,,
0.594,-38421.2,-0.000000000000108124,-69708.9,4.66066E-033,3.16643E-019,5.72913E-033,-62.6814,1.06065E-015,25.1973,,,,79.595975706376,62.6814,25.1973,,22.1819,22.9647,61.2618,,,,,,
0.595,-38751.6,-0.000000000000108264,-69679.2,-1.70361E-033,-4.0714E-019,-3.35611E-035,-62.5357,1.06048E-015,25.0366,,,,79.73002831556,62.5357,25.0366,,22.0009,22.789,61.1184,,,,,,
0.596,-39083,-0.000000000000108402,-69647.5,6.30077E-033,3.16643E-019,3.00335E-033,-62.3906,1.06031E-015,24.8752,,,,79.8639790221474,62.3906,24.8752,,21.8191,22.6125,60.9757,,,,,,
0.597,-39415.3,-0.000000000000108536,-69614,-8.71282E-035,-4.0714E-019,2.46226E-033,-62.246,1.06015E-015,24.713,,,,79.9979679122539,62.246,24.713,,21.6366,22.4352,60.8338,,,,,,
0.598,-39748.7,-0.000000000000108668,-69578.6,4.11224E-033,3.16643E-019,7.14737E-033,-62.1021,1.05998E-015,24.5501,,,,80.1320206262765,62.1021,24.5501,,21.4532,22.2571,60.6925,,,,,,
0.599,-40082.9,-0.000000000000108798,-69541.3,-2.06652E-033,-4.0714E-019,1.56764E-033,-61.9588,1.05981E-015,24.3864,,,,80.266003252311,61.9588,24.3864,,21.269,22.0783,60.552,,,,,,
0.6,-40418.1,-0.000000000000108924,-69502.1,-3.45003E-033,-4.0714E-019,-5.47079E-033,-61.8161,1.05963E-015,24.2221,,,,80.4000293036016,61.8161,24.2221,,21.0841,21.8987,60.4121,,,,,,
0.601,-40754.2,-0.000000000000109049,-69460.9,1.71592E-034,3.16643E-019,-2.25302E-033,-61.674,1.05946E-015,24.057,,,,80.5339769690408,61.674,24.057,,20.8983,21.7183,60.2731,,,,,,
0.602,-41091.2,-0.00000000000010917,-69417.9,-5.01024E-033,-4.0714E-019,-7.38715E-033,-61.5326,1.05929E-015,23.8911,,,,80.6680330605005,61.5326,23.8911,,20.7118,21.5371,60.1347,,,,,,
0.603,-41429.1,-0.000000000000109289,-69372.8,-6.99214E-033,-4.0714E-019,-4.29085E-033,-61.3918,1.05911E-015,23.7246,,,,80.8019536066425,61.3918,23.7246,,20.5245,21.3552,59.9971,,,,,,
0.604,-41767.9,-0.000000000000109405,-69325.9,-3.69316E-033,-4.0714E-019,-6.30526E-033,-61.2517,1.05893E-015,23.5573,,,,80.9360110285897,61.2517,23.5573,,20.3364,21.1725,59.8602,,,,,,
0.605,-42107.5,-0.000000000000109518,-69277,-5.65249E-033,-4.0714E-019,-3.22375E-033,-61.1122,1.05875E-015,23.3893,,,,81.0699962085234,61.1122,23.3893,,20.1475,20.989,59.7241,,,,,,
0.606,-42448,-0.000000000000109629,-69226.1,-2.9997E-033,-4.0714E-019,-5.37759E-033,-60.9734,1.05857E-015,23.2206,,,,81.2039754273767,60.9734,23.2206,,19.9579,20.8048,59.5888,,,,,,
0.607,-42789.4,-0.000000000000109737,-69173.3,-5.16862E-033,-4.0714E-019,-7.50921E-033,-60.8352,1.05839E-015,23.0512,,,,81.3380488163443,60.8352,23.0512,,19.7675,20.6198,59.4542,,,,,,
0.608,-43131.6,-0.000000000000109842,-69118.4,-7.41761E-033,-4.0714E-019,-4.53009E-033,-60.6977,1.05821E-015,22.8811,,,,81.4720083042023,60.6977,22.8811,,19.5763,20.4341,59.3204,,,,,,
0.609,-43474.5,-0.000000000000109944,-69061.6,-6.65504E-033,-4.0714E-019,-3.76381E-033,-60.5609,1.05802E-015,22.7103,,,,81.6059847364763,60.5609,22.7103,,19.3843,20.2476,59.1874,,,,,,
0.61,-43818.3,-0.000000000000110043,-69002.8,-8.30089E-034,3.16643E-019,2.09197E-033,-60.4247,1.05784E-015,22.5387,,,,81.7400135963409,60.4247,22.5387,,19.1916,20.0604,59.0552,,,,,,
0.611,-44162.9,-0.00000000000011014,-68941.9,-1.09108E-033,-4.0714E-019,2.0427E-033,-60.2893,1.05765E-015,22.3665,,,,81.8739721280212,60.2893,22.3665,,18.9982,19.8724,58.9238,,,,,,
0.612,-44508.3,-0.000000000000110234,-68879.1,-3.03614E-034,3.16643E-019,-2.46129E-033,-60.1545,1.05746E-015,22.1935,,,,82.0080434207523,60.1545,22.1935,,18.804,19.6837,58.7931,,,,,,
0.613,-44854.4,-0.000000000000110325,-68814.2,7.07645E-034,3.16643E-019,-1.79422E-033,-60.0205,1.05727E-015,22.0199,,,,82.14201921672,60.0205,22.0199,,18.609,19.4943,58.6633,,,,,,
0.614,-45201.3,-0.000000000000110413,-68747.3,7.00515E-034,3.16643E-019,-1.79703E-033,-59.8871,1.05708E-015,21.8456,,,,82.2760522812076,59.8871,21.8456,,18.4133,19.3041,58.5343,,,,,,
0.615,-45548.9,-0.000000000000110499,-68678.3,6.93352E-034,3.16643E-019,-1.79981E-033,-59.7545,1.05688E-015,21.6705,,,,82.4100186997916,59.7545,21.6705,,18.2169,19.1132,58.4062,,,,,,
0.616,-45897.2,-0.000000000000110581,-68607.3,6.86186E-034,-4.0714E-019,-1.8025E-033,-59.6225,1.05669E-015,21.4948,,,,82.544016022544,59.6225,21.4948,,18.0197,18.9216,58.2788,,,,,,
0.617,-46246.3,-0.000000000000110661,-68534.2,1.31757E-033,-4.0714E-019,-1.28006E-033,-59.4913,1.05649E-015,21.3184,,,,82.678031140866,59.4913,21.3184,,17.8218,18.7293,58.1523,,,,,,
0.618,-46596,-0.000000000000110738,-68459,2.19549E-033,-4.0714E-019,-7.2695E-034,-59.3609,1.0563E-015,21.1413,,,,82.8119671122477,59.3609,21.1413,,17.6232,18.5362,58.0266,,,,,,
